,主_数值攻击力,主_百分比攻击力,主_元素伤害,主_暴击率,主_暴击伤害,副_数值攻击力,副_百分比攻击力,副_暴击率,副_暴击伤害,主_百分比攻击力_次数,主_元素伤害_次数,主_暴击率_次数,主_暴击伤害_次数,副_数值攻击力_次数,副_百分比攻击力_次数,副_暴击率_次数,副_暴击伤害_次数,总_数值攻击力,总_百分比攻击力,总_元素伤害,总_暴击率,总_暴击伤害,总_额外增伤,期望伤害,总攻击力倍数,暴击率推导的总攻击力倍数
15232,311,0.466,0.466,0.0,0.622,85.0,0.65,0.396,0.792,1.0,1.0,0.0,1.0,5.0,13.0,12.0,12.0,396.0,1.116,0.466,0.757,2.0740000000000003,0.886,10329.65360966176,2.5989268292682928,2.154603011889036
15359,311,0.466,0.466,0.0,0.622,102.0,0.2,0.528,1.056,1.0,1.0,0.0,1.0,6.0,4.0,16.0,16.0,413.0,0.666,0.466,0.889,2.338,0.886,10329.60105755424,2.1696585365853656,2.2061731383577055
12357,311,0.466,0.466,0.311,0.0,102.0,0.65,0.231,1.056,1.0,1.0,1.0,0.0,6.0,13.0,7.0,16.0,413.0,1.116,0.466,0.903,1.716,0.886,10329.122303847358,2.6196585365853657,2.214198981173865
15651,311,0.466,0.466,0.0,0.622,119.0,0.2,0.627,0.792,1.0,1.0,0.0,1.0,7.0,4.0,19.0,12.0,430.0,0.666,0.466,0.988,2.0740000000000003,0.886,10328.81299169984,2.190390243902439,2.270990769230769
8909,311,0.932,0.466,0.0,0.0,85.0,0.30000000000000004,0.42900000000000005,1.1880000000000002,2.0,1.0,0.0,0.0,5.0,6.0,13.0,18.0,396.0,1.2320000000000002,0.466,0.79,1.848,0.886,10328.438159308802,2.714926829268293,2.162825316455696
15535,311,0.466,0.466,0.0,0.622,102.0,0.65,0.495,0.528,1.0,1.0,0.0,1.0,6.0,13.0,15.0,8.0,413.0,1.116,0.466,0.8560000000000001,1.8099999999999998,0.886,10328.360649235201,2.6196585365853657,2.1889704672897197
15716,311,0.466,0.466,0.0,0.622,119.0,0.35000000000000003,0.627,0.5940000000000001,1.0,1.0,0.0,1.0,7.0,7.0,19.0,9.0,430.0,0.8160000000000001,0.466,0.988,1.8760000000000001,0.886,10328.086589596162,2.3403902439024393,2.270990769230769
12343,311,0.466,0.466,0.311,0.0,102.0,0.6000000000000001,0.29700000000000004,0.99,1.0,1.0,1.0,0.0,6.0,12.0,9.0,15.0,413.0,1.066,0.466,0.9690000000000001,1.65,0.886,10327.903499432,2.569658536585366,2.257193725490196
15215,311,0.466,0.466,0.0,0.622,85.0,0.6000000000000001,0.396,0.8580000000000001,1.0,1.0,0.0,1.0,5.0,12.0,12.0,13.0,396.0,1.066,0.466,0.757,2.14,0.886,10327.8729190736,2.5489268292682925,2.154603011889036
8637,311,0.932,0.466,0.0,0.0,68.0,0.35000000000000003,0.363,1.32,2.0,1.0,0.0,0.0,4.0,7.0,11.0,20.0,379.0,1.282,0.466,0.724,1.98,0.886,10327.743628492797,2.7441951219512193,2.1502037569060777
15002,311,0.466,0.466,0.0,0.622,68.0,0.9500000000000001,0.396,0.462,1.0,1.0,0.0,1.0,4.0,19.0,12.0,7.0,379.0,1.4160000000000001,0.466,0.757,1.744,0.886,10327.678109154562,2.87819512195122,2.154603011889036
15672,311,0.466,0.466,0.0,0.622,119.0,0.25,0.5940000000000001,0.792,1.0,1.0,0.0,1.0,7.0,5.0,18.0,12.0,430.0,0.716,0.466,0.9550000000000001,2.0740000000000003,0.886,10327.450215174402,2.240390243902439,2.2474115183246073
12535,311,0.466,0.466,0.311,0.0,119.0,0.35000000000000003,0.264,1.32,1.0,1.0,1.0,0.0,7.0,7.0,8.0,20.0,430.0,0.8160000000000001,0.466,0.9359999999999999,1.98,0.886,10327.333741849601,2.3403902439024393,2.2346858119658117
8539,311,0.932,0.466,0.0,0.0,68.0,0.15000000000000002,0.363,1.584,2.0,1.0,0.0,0.0,4.0,3.0,11.0,24.0,379.0,1.082,0.466,0.724,2.244,0.886,10327.09916086784,2.544195121951219,2.1502037569060777
15407,311,0.466,0.466,0.0,0.622,102.0,0.30000000000000004,0.66,0.66,1.0,1.0,0.0,1.0,6.0,6.0,20.0,10.0,413.0,0.766,0.466,1.0210000000000001,1.942,0.886,10326.632765440003,2.269658536585366,2.296288266405485
12327,311,0.466,0.466,0.311,0.0,102.0,0.55,0.33,0.99,1.0,1.0,1.0,0.0,6.0,11.0,10.0,15.0,413.0,1.016,0.466,1.002,1.65,0.886,10326.261148,2.5196585365853656,2.2815230339321357
15385,311,0.466,0.466,0.0,0.622,102.0,0.25,0.66,0.726,1.0,1.0,0.0,1.0,6.0,5.0,20.0,11.0,413.0,0.716,0.466,1.0210000000000001,2.008,0.886,10325.70093056,2.219658536585366,2.296288266405485
15518,311,0.466,0.466,0.0,0.622,102.0,0.6000000000000001,0.462,0.66,1.0,1.0,0.0,1.0,6.0,12.0,14.0,10.0,413.0,1.066,0.466,0.823,1.942,0.886,10325.582666893119,2.569658536585366,2.1744107897934386
12514,311,0.466,0.466,0.311,0.0,119.0,0.30000000000000004,0.264,1.3860000000000001,1.0,1.0,1.0,0.0,7.0,6.0,8.0,21.0,430.0,0.766,0.466,0.9359999999999999,2.0460000000000003,0.886,10325.519902321921,2.290390243902439,2.2346858119658117
9121,311,0.932,0.466,0.0,0.0,102.0,0.15000000000000002,0.561,1.056,2.0,1.0,0.0,0.0,6.0,3.0,17.0,16.0,413.0,1.082,0.466,0.9220000000000002,1.716,0.886,10325.43876992128,2.5856585365853655,2.225735010845987
12244,311,0.466,0.466,0.311,0.0,102.0,0.35000000000000003,0.165,1.584,1.0,1.0,1.0,0.0,6.0,7.0,5.0,24.0,413.0,0.8160000000000001,0.466,0.837,2.244,0.886,10325.35029177696,2.319658536585366,2.180244778972521
12495,311,0.466,0.466,0.311,0.0,119.0,0.25,0.33,1.32,1.0,1.0,1.0,0.0,7.0,5.0,10.0,20.0,430.0,0.716,0.466,1.002,1.98,0.886,10325.1287936,2.240390243902439,2.2815230339321357
9119,311,0.932,0.466,0.0,0.0,102.0,0.15000000000000002,0.495,1.1880000000000002,2.0,1.0,0.0,0.0,6.0,3.0,15.0,18.0,413.0,1.082,0.466,0.8560000000000001,1.848,0.886,10324.38309394432,2.5856585365853655,2.1889704672897197
15248,311,0.466,0.466,0.0,0.622,85.0,0.7000000000000001,0.396,0.726,1.0,1.0,0.0,1.0,5.0,14.0,12.0,11.0,396.0,1.1660000000000001,0.466,0.757,2.008,0.886,10323.707577025922,2.648926829268293,2.154603011889036
12516,311,0.466,0.466,0.311,0.0,119.0,0.30000000000000004,0.33,1.254,1.0,1.0,1.0,0.0,7.0,6.0,10.0,19.0,430.0,0.766,0.466,1.002,1.914,0.886,10321.77940848,2.290390243902439,2.2815230339321357
11987,311,0.466,0.466,0.311,0.0,85.0,0.45,0.363,1.122,1.0,1.0,1.0,0.0,5.0,9.0,11.0,17.0,396.0,0.916,0.466,1.035,1.782,0.886,10321.18750624,2.3989268292682926,2.3074995169082126
15714,311,0.466,0.466,0.0,0.622,119.0,0.35000000000000003,0.561,0.726,1.0,1.0,0.0,1.0,7.0,7.0,17.0,11.0,430.0,0.8160000000000001,0.466,0.9220000000000002,2.008,0.886,10320.442289400322,2.3403902439024393,2.225735010845987
12473,311,0.466,0.466,0.311,0.0,119.0,0.2,0.29700000000000004,1.452,1.0,1.0,1.0,0.0,7.0,4.0,9.0,22.0,430.0,0.666,0.466,0.9690000000000001,2.112,0.886,10320.059737384961,2.190390243902439,2.257193725490196
14877,311,0.466,0.466,0.0,0.622,68.0,0.55,0.363,1.056,1.0,1.0,0.0,1.0,4.0,11.0,11.0,16.0,379.0,1.016,0.466,0.724,2.338,0.886,10320.029633203842,2.4781951219512197,2.1502037569060777
15735,311,0.466,0.466,0.0,0.622,119.0,0.4,0.5940000000000001,0.5940000000000001,1.0,1.0,0.0,1.0,7.0,8.0,18.0,9.0,430.0,0.8660000000000001,0.466,0.9550000000000001,1.8760000000000001,0.886,10319.874755185603,2.390390243902439,2.2474115183246073
12555,311,0.466,0.466,0.311,0.0,119.0,0.4,0.264,1.254,1.0,1.0,1.0,0.0,7.0,8.0,8.0,19.0,430.0,0.8660000000000001,0.466,0.9359999999999999,1.914,0.886,10319.59379942528,2.390390243902439,2.2346858119658117
15537,311,0.466,0.466,0.0,0.622,102.0,0.65,0.561,0.396,1.0,1.0,0.0,1.0,6.0,13.0,17.0,6.0,413.0,1.116,0.466,0.9220000000000002,1.678,0.886,10319.26941014112,2.6196585365853657,2.225735010845987
15197,311,0.466,0.466,0.0,0.622,85.0,0.55,0.396,0.924,1.0,1.0,0.0,1.0,5.0,11.0,12.0,14.0,396.0,1.016,0.466,0.757,2.2060000000000004,0.886,10318.365505261441,2.4989268292682927,2.154603011889036
12474,311,0.466,0.466,0.311,0.0,119.0,0.2,0.33,1.3860000000000001,1.0,1.0,1.0,0.0,7.0,4.0,10.0,21.0,430.0,0.666,0.466,1.002,2.0460000000000003,0.886,10318.27114672,2.190390243902439,2.2815230339321357
11816,311,0.466,0.466,0.311,0.0,68.0,0.9,0.264,0.792,1.0,1.0,1.0,0.0,4.0,18.0,8.0,12.0,379.0,1.366,0.466,0.9359999999999999,1.452,0.886,10318.25141282304,2.8281951219512194,2.2346858119658117
15444,311,0.466,0.466,0.0,0.622,102.0,0.4,0.462,0.924,1.0,1.0,0.0,1.0,6.0,8.0,14.0,14.0,413.0,0.8660000000000001,0.466,0.823,2.2060000000000004,0.886,10318.170582484161,2.369658536585366,2.1744107897934386
12355,311,0.466,0.466,0.311,0.0,102.0,0.65,0.165,1.1880000000000002,1.0,1.0,1.0,0.0,6.0,13.0,5.0,18.0,413.0,1.116,0.466,0.837,1.848,0.886,10317.89194967232,2.6196585365853657,2.180244778972521
15429,311,0.466,0.466,0.0,0.622,102.0,0.35000000000000003,0.66,0.5940000000000001,1.0,1.0,0.0,1.0,6.0,7.0,20.0,9.0,413.0,0.8160000000000001,0.466,1.0210000000000001,1.8760000000000001,0.886,10317.357568320002,2.319658536585366,2.296288266405485
12556,311,0.466,0.466,0.311,0.0,119.0,0.4,0.29700000000000004,1.1880000000000002,1.0,1.0,1.0,0.0,7.0,8.0,9.0,18.0,430.0,0.8660000000000001,0.466,0.9690000000000001,1.848,0.886,10316.665944659842,2.390390243902439,2.257193725490196
15734,311,0.466,0.466,0.0,0.622,119.0,0.4,0.561,0.66,1.0,1.0,0.0,1.0,7.0,8.0,17.0,10.0,430.0,0.8660000000000001,0.466,0.9220000000000002,1.942,0.886,10315.970948831684,2.390390243902439,2.225735010845987
15693,311,0.466,0.466,0.0,0.622,119.0,0.30000000000000004,0.561,0.792,1.0,1.0,0.0,1.0,7.0,6.0,17.0,12.0,430.0,0.766,0.466,0.9220000000000002,2.0740000000000003,0.886,10315.502746464965,2.290390243902439,2.225735010845987
8933,311,0.932,0.466,0.0,0.0,85.0,0.35000000000000003,0.495,0.99,2.0,1.0,0.0,0.0,5.0,7.0,15.0,15.0,396.0,1.282,0.466,0.8560000000000001,1.65,0.886,10315.457717535997,2.7649268292682923,2.1889704672897197
12076,311,0.466,0.466,0.311,0.0,85.0,0.7000000000000001,0.33,0.8580000000000001,1.0,1.0,1.0,0.0,5.0,14.0,10.0,13.0,396.0,1.1660000000000001,0.466,1.002,1.518,0.886,10315.28492976,2.648926829268293,2.2815230339321357
8932,311,0.932,0.466,0.0,0.0,85.0,0.35000000000000003,0.462,1.056,2.0,1.0,0.0,0.0,5.0,7.0,14.0,16.0,396.0,1.282,0.466,0.823,1.716,0.886,10314.893283603518,2.7649268292682923,2.1744107897934386
15363,311,0.466,0.466,0.0,0.622,102.0,0.2,0.66,0.792,1.0,1.0,0.0,1.0,6.0,4.0,20.0,12.0,413.0,0.666,0.466,1.0210000000000001,2.0740000000000003,0.886,10314.562063680001,2.1696585365853656,2.296288266405485
14989,311,0.466,0.466,0.0,0.622,68.0,0.9,0.363,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,18.0,11.0,9.0,379.0,1.366,0.466,0.724,1.8760000000000001,0.886,10314.54237927168,2.8281951219512194,2.1502037569060777
12493,311,0.466,0.466,0.311,0.0,119.0,0.25,0.264,1.452,1.0,1.0,1.0,0.0,7.0,5.0,8.0,22.0,430.0,0.716,0.466,0.9359999999999999,2.112,0.886,10314.15228084224,2.240390243902439,2.2346858119658117
15073,311,0.466,0.466,0.0,0.622,85.0,0.25,0.462,1.1880000000000002,1.0,1.0,0.0,1.0,5.0,5.0,14.0,18.0,396.0,0.716,0.466,0.823,2.47,0.886,10313.6294125392,2.1989268292682924,2.1744107897934386
12090,311,0.466,0.466,0.311,0.0,85.0,0.75,0.29700000000000004,0.8580000000000001,1.0,1.0,1.0,0.0,5.0,15.0,9.0,13.0,396.0,1.216,0.466,0.9690000000000001,1.518,0.886,10313.57432594944,2.6989268292682924,2.257193725490196
8666,311,0.932,0.466,0.0,0.0,68.0,0.4,0.5940000000000001,0.792,2.0,1.0,0.0,0.0,4.0,8.0,18.0,12.0,379.0,1.332,0.466,0.9550000000000001,1.452,0.886,10313.4228789424,2.794195121951219,2.2474115183246073
15282,311,0.466,0.466,0.0,0.622,85.0,0.8,0.561,0.264,1.0,1.0,0.0,1.0,5.0,16.0,17.0,4.0,396.0,1.266,0.466,0.9220000000000002,1.546,0.886,10311.082049371842,2.7489268292682927,2.225735010845987
8703,311,0.932,0.466,0.0,0.0,68.0,0.5,0.462,0.924,2.0,1.0,0.0,0.0,4.0,10.0,14.0,14.0,379.0,1.432,0.466,0.823,1.5839999999999999,0.886,10310.897052084478,2.894195121951219,2.1744107897934386
15650,311,0.466,0.466,0.0,0.622,119.0,0.2,0.5940000000000001,0.8580000000000001,1.0,1.0,0.0,1.0,7.0,4.0,18.0,13.0,430.0,0.666,0.466,0.9550000000000001,2.14,0.886,10310.479937384001,2.190390243902439,2.2474115183246073
8702,311,0.932,0.466,0.0,0.0,68.0,0.5,0.42900000000000005,0.99,2.0,1.0,0.0,0.0,4.0,10.0,13.0,15.0,379.0,1.432,0.466,0.79,1.65,0.886,10310.306229239997,2.894195121951219,2.162825316455696
15263,311,0.466,0.466,0.0,0.622,85.0,0.75,0.396,0.66,1.0,1.0,0.0,1.0,5.0,15.0,12.0,10.0,396.0,1.216,0.466,0.757,1.942,0.886,10310.034821166078,2.6989268292682924,2.154603011889036
8659,311,0.932,0.466,0.0,0.0,68.0,0.4,0.363,1.254,2.0,1.0,0.0,0.0,4.0,8.0,11.0,19.0,379.0,1.332,0.466,0.724,1.914,0.886,10309.430017479037,2.794195121951219,2.1502037569060777
8836,311,0.932,0.466,0.0,0.0,85.0,0.15000000000000002,0.396,1.452,2.0,1.0,0.0,0.0,5.0,3.0,12.0,22.0,396.0,1.082,0.466,0.757,2.112,0.886,10308.62414386176,2.5649268292682925,2.154603011889036
12358,311,0.466,0.466,0.311,0.0,102.0,0.65,0.264,0.99,1.0,1.0,1.0,0.0,6.0,13.0,8.0,15.0,413.0,1.116,0.466,0.9359999999999999,1.65,0.886,10308.265931807999,2.6196585365853657,2.2346858119658117
12537,311,0.466,0.466,0.311,0.0,119.0,0.35000000000000003,0.33,1.1880000000000002,1.0,1.0,1.0,0.0,7.0,7.0,10.0,18.0,430.0,0.8160000000000001,0.466,1.002,1.848,0.886,10308.22299136,2.3403902439024393,2.2815230339321357
15736,311,0.466,0.466,0.0,0.622,119.0,0.4,0.627,0.528,1.0,1.0,0.0,1.0,7.0,8.0,19.0,8.0,430.0,0.8660000000000001,0.466,0.988,1.8099999999999998,0.886,10307.675360329602,2.390390243902439,2.270990769230769
8861,311,0.932,0.466,0.0,0.0,85.0,0.2,0.396,1.3860000000000001,2.0,1.0,0.0,0.0,5.0,4.0,12.0,21.0,396.0,1.1320000000000001,0.466,0.757,2.0460000000000003,0.886,10307.52955683808,2.6149268292682923,2.154603011889036
15116,311,0.466,0.466,0.0,0.622,85.0,0.35000000000000003,0.42900000000000005,1.122,1.0,1.0,0.0,1.0,5.0,7.0,13.0,17.0,396.0,0.8160000000000001,0.466,0.79,2.4040000000000004,0.886,10307.488845491202,2.298926829268293,2.162825316455696
12321,311,0.466,0.466,0.311,0.0,102.0,0.55,0.132,1.3860000000000001,1.0,1.0,1.0,0.0,6.0,11.0,4.0,21.0,413.0,1.016,0.466,0.804,2.0460000000000003,0.886,10306.71528916288,2.5196585365853656,2.167353631840796
11917,311,0.466,0.466,0.311,0.0,85.0,0.30000000000000004,0.132,1.782,1.0,1.0,1.0,0.0,5.0,6.0,4.0,27.0,396.0,0.766,0.466,0.804,2.442,0.886,10306.624485957762,2.2489268292682927,2.167353631840796
12113,311,0.466,0.466,0.311,0.0,85.0,0.8500000000000001,0.165,0.99,1.0,1.0,1.0,0.0,5.0,17.0,5.0,15.0,396.0,1.316,0.466,0.837,1.65,0.886,10306.604267736,2.7989268292682925,2.180244778972521
12534,311,0.466,0.466,0.311,0.0,119.0,0.35000000000000003,0.231,1.3860000000000001,1.0,1.0,1.0,0.0,7.0,7.0,7.0,21.0,430.0,0.8160000000000001,0.466,0.903,2.0460000000000003,0.886,10306.550800692163,2.3403902439024393,2.214198981173865
15534,311,0.466,0.466,0.0,0.622,102.0,0.65,0.462,0.5940000000000001,1.0,1.0,0.0,1.0,6.0,13.0,14.0,9.0,413.0,1.116,0.466,0.823,1.8760000000000001,0.886,10306.43471965536,2.6196585365853657,2.1744107897934386
12554,311,0.466,0.466,0.311,0.0,119.0,0.4,0.231,1.32,1.0,1.0,1.0,0.0,7.0,8.0,7.0,20.0,430.0,0.8660000000000001,0.466,0.903,1.98,0.886,10306.4184529808,2.390390243902439,2.214198981173865
15292,311,0.466,0.466,0.0,0.622,85.0,0.8500000000000001,0.462,0.396,1.0,1.0,0.0,1.0,5.0,17.0,14.0,6.0,396.0,1.316,0.466,0.823,1.678,0.886,10306.361866342078,2.7989268292682925,2.1744107897934386
12303,311,0.466,0.466,0.311,0.0,102.0,0.5,0.132,1.452,1.0,1.0,1.0,0.0,6.0,10.0,4.0,22.0,413.0,0.966,0.466,0.804,2.112,0.886,10304.86064142336,2.469658536585366,2.167353631840796
14867,311,0.466,0.466,0.0,0.622,68.0,0.5,0.6930000000000001,0.462,1.0,1.0,0.0,1.0,4.0,10.0,21.0,7.0,379.0,0.966,0.466,1.054,1.744,0.886,10304.41236608,2.4281951219512194,2.3231426185958255
15523,311,0.466,0.466,0.0,0.622,102.0,0.6000000000000001,0.627,0.33,1.0,1.0,0.0,1.0,6.0,12.0,19.0,5.0,413.0,1.066,0.466,0.988,1.6119999999999999,0.886,10303.288368017918,2.569658536585366,2.270990769230769
11744,311,0.466,0.466,0.311,0.0,68.0,0.65,0.363,0.924,1.0,1.0,1.0,0.0,4.0,13.0,11.0,14.0,379.0,1.116,0.466,1.035,1.5839999999999999,0.886,10303.003146879999,2.5781951219512194,2.3074995169082126
15380,311,0.466,0.466,0.0,0.622,102.0,0.25,0.495,1.056,1.0,1.0,0.0,1.0,6.0,5.0,15.0,16.0,413.0,0.716,0.466,0.8560000000000001,2.338,0.886,10302.797647112962,2.219658536585366,2.1889704672897197
8892,311,0.932,0.466,0.0,0.0,85.0,0.25,0.627,0.8580000000000001,2.0,1.0,0.0,0.0,5.0,5.0,19.0,13.0,396.0,1.182,0.466,0.988,1.518,0.886,10302.51638566976,2.6649268292682926,2.270990769230769
12574,311,0.466,0.466,0.311,0.0,119.0,0.45,0.264,1.1880000000000002,1.0,1.0,1.0,0.0,7.0,9.0,8.0,18.0,430.0,0.916,0.466,0.9359999999999999,1.848,0.886,10302.30007504896,2.440390243902439,2.2346858119658117
15753,311,0.466,0.466,0.0,0.622,119.0,0.45,0.561,0.5940000000000001,1.0,1.0,0.0,1.0,7.0,9.0,17.0,9.0,430.0,0.916,0.466,0.9220000000000002,1.8760000000000001,0.886,10302.088724759042,2.440390243902439,2.225735010845987
15293,311,0.466,0.466,0.0,0.622,85.0,0.8500000000000001,0.495,0.33,1.0,1.0,0.0,1.0,5.0,17.0,15.0,5.0,396.0,1.316,0.466,0.8560000000000001,1.6119999999999999,0.886,10301.505181271039,2.7989268292682925,2.1889704672897197
15671,311,0.466,0.466,0.0,0.622,119.0,0.25,0.561,0.8580000000000001,1.0,1.0,0.0,1.0,7.0,5.0,17.0,13.0,430.0,0.716,0.466,0.9220000000000002,2.14,0.886,10301.152320025602,2.240390243902439,2.225735010845987
15178,311,0.466,0.466,0.0,0.622,85.0,0.5,0.396,0.99,1.0,1.0,0.0,1.0,5.0,10.0,12.0,15.0,396.0,0.966,0.466,0.757,2.2720000000000002,0.886,10301.13136822528,2.4489268292682924,2.154603011889036
12112,311,0.466,0.466,0.311,0.0,85.0,0.8500000000000001,0.132,1.056,1.0,1.0,1.0,0.0,5.0,17.0,4.0,16.0,396.0,1.316,0.466,0.804,1.716,0.886,10300.604833236479,2.7989268292682925,2.167353631840796
12338,311,0.466,0.466,0.311,0.0,102.0,0.6000000000000001,0.132,1.32,1.0,1.0,1.0,0.0,6.0,12.0,4.0,20.0,413.0,1.066,0.466,0.804,1.98,0.886,10300.3634831744,2.569658536585366,2.167353631840796
9122,311,0.932,0.466,0.0,0.0,102.0,0.15000000000000002,0.5940000000000001,0.99,2.0,1.0,0.0,0.0,6.0,3.0,18.0,15.0,413.0,1.082,0.466,0.9550000000000001,1.65,0.886,10299.83862748,2.5856585365853655,2.2474115183246073
11876,311,0.466,0.466,0.311,0.0,85.0,0.2,0.165,1.848,1.0,1.0,1.0,0.0,5.0,4.0,5.0,28.0,396.0,0.666,0.466,0.837,2.508,0.886,10299.73881191072,2.1489268292682926,2.180244778972521
8885,311,0.932,0.466,0.0,0.0,85.0,0.25,0.396,1.32,2.0,1.0,0.0,0.0,5.0,5.0,12.0,20.0,396.0,1.182,0.466,0.757,1.98,0.886,10298.7082465904,2.6649268292682926,2.154603011889036
15450,311,0.466,0.466,0.0,0.622,102.0,0.4,0.66,0.528,1.0,1.0,0.0,1.0,6.0,8.0,20.0,8.0,413.0,0.8660000000000001,0.466,1.0210000000000001,1.8099999999999998,0.886,10297.8753392,2.369658536585366,2.296288266405485
15754,311,0.466,0.466,0.0,0.622,119.0,0.45,0.5940000000000001,0.528,1.0,1.0,0.0,1.0,7.0,9.0,18.0,8.0,430.0,0.916,0.466,0.9550000000000001,1.8099999999999998,0.886,10297.854170736002,2.440390243902439,2.2474115183246073
9118,311,0.932,0.466,0.0,0.0,102.0,0.15000000000000002,0.462,1.254,2.0,1.0,0.0,0.0,6.0,3.0,14.0,19.0,413.0,1.082,0.466,0.823,1.914,0.886,10297.72727552608,2.5856585365853655,2.1744107897934386
12513,311,0.466,0.466,0.311,0.0,119.0,0.30000000000000004,0.231,1.452,1.0,1.0,1.0,0.0,7.0,6.0,7.0,22.0,430.0,0.766,0.466,0.903,2.112,0.886,10297.466198507524,2.290390243902439,2.214198981173865
8934,311,0.932,0.466,0.0,0.0,85.0,0.35000000000000003,0.528,0.924,2.0,1.0,0.0,0.0,5.0,7.0,16.0,14.0,396.0,1.282,0.466,0.889,1.5839999999999999,0.886,10297.395831696638,2.7649268292682923,2.2061731383577055
12573,311,0.466,0.466,0.311,0.0,119.0,0.45,0.231,1.254,1.0,1.0,1.0,0.0,7.0,9.0,7.0,19.0,430.0,0.916,0.466,0.903,1.914,0.886,10297.069155373441,2.440390243902439,2.214198981173865
8599,311,0.932,0.466,0.0,0.0,68.0,0.25,0.66,0.8580000000000001,2.0,1.0,0.0,0.0,4.0,5.0,20.0,13.0,379.0,1.182,0.466,1.0210000000000001,1.518,0.886,10296.859011519999,2.644195121951219,2.296288266405485
12223,311,0.466,0.466,0.311,0.0,102.0,0.30000000000000004,0.165,1.6500000000000001,1.0,1.0,1.0,0.0,6.0,6.0,5.0,25.0,413.0,0.766,0.466,0.837,2.3100000000000005,0.886,10296.691848550403,2.269658536585366,2.180244778972521
15223,311,0.466,0.466,0.0,0.622,85.0,0.6000000000000001,0.66,0.33,1.0,1.0,0.0,1.0,5.0,12.0,20.0,5.0,396.0,1.066,0.466,1.0210000000000001,1.6119999999999999,0.886,10296.41602784,2.5489268292682925,2.296288266405485
15733,311,0.466,0.466,0.0,0.622,119.0,0.4,0.528,0.726,1.0,1.0,0.0,1.0,7.0,8.0,16.0,11.0,430.0,0.8660000000000001,0.466,0.889,2.008,0.886,10295.96394126784,2.390390243902439,2.2061731383577055
11835,311,0.466,0.466,0.311,0.0,68.0,1.0,0.132,0.924,1.0,1.0,1.0,0.0,4.0,20.0,4.0,14.0,379.0,1.466,0.466,0.804,1.5839999999999999,0.886,10295.73578596352,2.9281951219512194,2.167353631840796
8931,311,0.932,0.466,0.0,0.0,85.0,0.35000000000000003,0.42900000000000005,1.122,2.0,1.0,0.0,0.0,5.0,7.0,13.0,17.0,396.0,1.282,0.466,0.79,1.782,0.886,10295.702529899198,2.7649268292682923,2.162825316455696
15014,311,0.466,0.466,0.0,0.622,68.0,1.0,0.42900000000000005,0.33,1.0,1.0,0.0,1.0,4.0,20.0,13.0,5.0,379.0,1.466,0.466,0.79,1.6119999999999999,0.886,10295.4821892736,2.9281951219512194,2.162825316455696
15423,311,0.466,0.466,0.0,0.622,102.0,0.35000000000000003,0.462,0.99,1.0,1.0,0.0,1.0,6.0,7.0,14.0,15.0,413.0,0.8160000000000001,0.466,0.823,2.2720000000000002,0.886,10295.316593041922,2.319658536585366,2.1744107897934386
12284,311,0.466,0.466,0.311,0.0,102.0,0.45,0.132,1.518,1.0,1.0,1.0,0.0,6.0,9.0,4.0,23.0,413.0,0.916,0.466,0.804,2.178,0.886,10294.79953995584,2.4196585365853656,2.167353631840796
9144,311,0.932,0.466,0.0,0.0,102.0,0.2,0.528,1.056,2.0,1.0,0.0,0.0,6.0,4.0,16.0,16.0,413.0,1.1320000000000001,0.466,0.889,1.716,0.886,10294.28494168736,2.6356585365853658,2.2061731383577055
12114,311,0.466,0.466,0.311,0.0,85.0,0.8500000000000001,0.198,0.924,1.0,1.0,1.0,0.0,5.0,17.0,6.0,14.0,396.0,1.316,0.466,0.8700000000000001,1.5839999999999999,0.886,10293.748336665598,2.7989268292682925,2.195963218390805
9143,311,0.932,0.466,0.0,0.0,102.0,0.2,0.495,1.122,2.0,1.0,0.0,0.0,6.0,4.0,15.0,17.0,413.0,1.1320000000000001,0.466,0.8560000000000001,1.782,0.886,10293.74689666688,2.6356585365853658,2.1889704672897197
12472,311,0.466,0.466,0.311,0.0,119.0,0.2,0.264,1.518,1.0,1.0,1.0,0.0,7.0,4.0,8.0,23.0,430.0,0.666,0.466,0.9359999999999999,2.178,0.886,10293.23087741056,2.190390243902439,2.2346858119658117
14750,311,0.466,0.466,0.0,0.622,68.0,0.25,0.42900000000000005,1.32,1.0,1.0,0.0,1.0,4.0,5.0,13.0,20.0,379.0,0.716,0.466,0.79,2.6020000000000003,0.886,10293.094988545601,2.1781951219512194,2.162825316455696
15713,311,0.466,0.466,0.0,0.622,119.0,0.35000000000000003,0.528,0.792,1.0,1.0,0.0,1.0,7.0,7.0,16.0,12.0,430.0,0.8160000000000001,0.466,0.889,2.0740000000000003,0.886,10292.970585571524,2.3403902439024393,2.2061731383577055
12371,311,0.466,0.466,0.311,0.0,102.0,0.7000000000000001,0.198,1.056,1.0,1.0,1.0,0.0,6.0,14.0,6.0,16.0,413.0,1.1660000000000001,0.466,0.8700000000000001,1.716,0.886,10292.469743334404,2.6696585365853664,2.195963218390805
15291,311,0.466,0.466,0.0,0.622,85.0,0.8500000000000001,0.42900000000000005,0.462,1.0,1.0,0.0,1.0,5.0,17.0,13.0,7.0,396.0,1.316,0.466,0.79,1.744,0.886,10292.3631858432,2.7989268292682925,2.162825316455696
