,主_数值攻击力,主_百分比攻击力,主_元素伤害,主_暴击率,主_暴击伤害,副_数值攻击力,副_百分比攻击力,副_暴击率,副_暴击伤害,主_百分比攻击力_次数,主_元素伤害_次数,主_暴击率_次数,主_暴击伤害_次数,副_数值攻击力_次数,副_百分比攻击力_次数,副_暴击率_次数,副_暴击伤害_次数,总_数值攻击力,总_百分比攻击力,总_元素伤害,总_暴击率,总_暴击伤害,期望伤害
15989,311,0.466,0.466,0.0,0.622,136.0,0.35000000000000003,0.759,0.264,1.0,1.0,0.0,1.0,8.0,7.0,23.0,4.0,447.0,1.092,0.466,0.956,1.3860000000000001,7941.061457788799
12064,311,0.466,0.466,0.311,0.0,85.0,0.65,0.462,0.66,1.0,1.0,1.0,0.0,5.0,13.0,14.0,10.0,396.0,1.3920000000000001,0.466,0.97,1.1600000000000001,7940.896508160002
15970,311,0.466,0.466,0.0,0.622,136.0,0.30000000000000004,0.792,0.264,1.0,1.0,0.0,1.0,8.0,6.0,24.0,4.0,447.0,1.042,0.466,0.9890000000000001,1.3860000000000001,7940.8803516672
12347,311,0.466,0.466,0.311,0.0,102.0,0.6000000000000001,0.42900000000000005,0.726,1.0,1.0,1.0,0.0,6.0,12.0,13.0,11.0,413.0,1.342,0.466,0.937,1.226,7940.7344999136
12839,311,0.466,0.466,0.311,0.0,136.0,0.45,0.198,1.254,1.0,1.0,1.0,0.0,8.0,9.0,6.0,19.0,447.0,1.1920000000000002,0.466,0.706,1.754,7940.2905446832
15137,311,0.466,0.466,0.0,0.622,85.0,0.4,0.396,1.122,1.0,1.0,0.0,1.0,5.0,8.0,12.0,17.0,396.0,1.1420000000000001,0.466,0.593,2.244,7939.9469940336
12398,311,0.466,0.466,0.311,0.0,102.0,0.8,0.198,0.924,1.0,1.0,1.0,0.0,6.0,16.0,6.0,14.0,413.0,1.542,0.466,0.706,1.424,7939.904488243199
15981,311,0.466,0.466,0.0,0.622,136.0,0.35000000000000003,0.495,0.792,1.0,1.0,0.0,1.0,8.0,7.0,15.0,12.0,447.0,1.092,0.466,0.692,1.9140000000000001,7939.258080758401
15548,311,0.466,0.466,0.0,0.622,102.0,0.7000000000000001,0.42900000000000005,0.5940000000000001,1.0,1.0,0.0,1.0,6.0,14.0,13.0,9.0,413.0,1.4420000000000002,0.466,0.6260000000000001,1.7160000000000002,7938.922352684801
15961,311,0.466,0.466,0.0,0.622,136.0,0.30000000000000004,0.495,0.8580000000000001,1.0,1.0,0.0,1.0,8.0,6.0,15.0,13.0,447.0,1.042,0.466,0.692,1.98,7938.890738687998
8952,311,0.932,0.466,0.0,0.0,85.0,0.4,0.42900000000000005,1.056,2.0,1.0,0.0,0.0,5.0,8.0,13.0,16.0,396.0,1.608,0.466,0.6260000000000001,1.556,7938.7277945472015
15277,311,0.466,0.466,0.0,0.622,85.0,0.8,0.396,0.5940000000000001,1.0,1.0,0.0,1.0,5.0,16.0,12.0,9.0,396.0,1.542,0.466,0.593,1.7160000000000002,7938.100720670399
11930,311,0.466,0.466,0.311,0.0,85.0,0.30000000000000004,0.561,0.924,1.0,1.0,1.0,0.0,5.0,6.0,17.0,14.0,396.0,1.042,0.466,1.0690000000000002,1.424,7937.995939199998
8701,311,0.932,0.466,0.0,0.0,68.0,0.5,0.396,1.056,2.0,1.0,0.0,0.0,4.0,10.0,12.0,16.0,379.0,1.708,0.466,0.593,1.556,7937.994575233601
15578,311,0.466,0.466,0.0,0.622,102.0,0.8,0.528,0.264,1.0,1.0,0.0,1.0,6.0,16.0,16.0,4.0,413.0,1.542,0.466,0.7250000000000001,1.3860000000000001,7937.94855808
15577,311,0.466,0.466,0.0,0.622,102.0,0.8,0.495,0.33,1.0,1.0,0.0,1.0,6.0,16.0,15.0,5.0,413.0,1.542,0.466,0.692,1.452,7937.687239475199
15820,311,0.466,0.466,0.0,0.622,119.0,0.65,0.5940000000000001,0.264,1.0,1.0,0.0,1.0,7.0,13.0,18.0,4.0,430.0,1.3920000000000001,0.466,0.7910000000000001,1.3860000000000001,7937.496902244802
12580,311,0.466,0.466,0.311,0.0,119.0,0.45,0.462,0.792,1.0,1.0,1.0,0.0,7.0,9.0,14.0,12.0,430.0,1.1920000000000002,0.466,0.97,1.292,7937.048715552
15817,311,0.466,0.466,0.0,0.622,119.0,0.65,0.495,0.462,1.0,1.0,0.0,1.0,7.0,13.0,15.0,7.0,430.0,1.3920000000000001,0.466,0.692,1.584,7936.747198054401
8637,311,0.932,0.466,0.0,0.0,68.0,0.35000000000000003,0.363,1.32,2.0,1.0,0.0,0.0,4.0,7.0,11.0,20.0,379.0,1.558,0.466,0.56,1.82,7936.74667264
16039,311,0.466,0.466,0.0,0.622,136.0,0.5,0.627,0.33,1.0,1.0,0.0,1.0,8.0,10.0,19.0,5.0,447.0,1.242,0.466,0.8240000000000001,1.452,7936.6381745664
12255,311,0.466,0.466,0.311,0.0,102.0,0.35000000000000003,0.528,0.8580000000000001,1.0,1.0,1.0,0.0,6.0,7.0,16.0,13.0,413.0,1.092,0.466,1.036,1.358,7936.1857224000005
16036,311,0.466,0.466,0.0,0.622,136.0,0.5,0.528,0.528,1.0,1.0,0.0,1.0,8.0,10.0,16.0,8.0,447.0,1.242,0.466,0.7250000000000001,1.65,7935.922722
9141,311,0.932,0.466,0.0,0.0,102.0,0.2,0.42900000000000005,1.254,2.0,1.0,0.0,0.0,6.0,4.0,13.0,19.0,413.0,1.4080000000000001,0.466,0.6260000000000001,1.754,7935.8537038928025
15668,311,0.466,0.466,0.0,0.622,119.0,0.25,0.462,1.056,1.0,1.0,0.0,1.0,7.0,5.0,14.0,16.0,430.0,0.992,0.466,0.659,2.178,7935.7354926896005
12079,311,0.466,0.466,0.311,0.0,85.0,0.7000000000000001,0.42900000000000005,0.66,1.0,1.0,1.0,0.0,5.0,14.0,13.0,10.0,396.0,1.4420000000000002,0.466,0.937,1.1600000000000001,7935.535838736
8908,311,0.932,0.466,0.0,0.0,85.0,0.30000000000000004,0.396,1.254,2.0,1.0,0.0,0.0,5.0,6.0,12.0,19.0,396.0,1.5080000000000002,0.466,0.593,1.754,7935.240578126401
16007,311,0.466,0.466,0.0,0.622,136.0,0.4,0.726,0.264,1.0,1.0,0.0,1.0,8.0,8.0,22.0,4.0,447.0,1.1420000000000001,0.466,0.923,1.3860000000000001,7935.207892190401
12383,311,0.466,0.466,0.311,0.0,102.0,0.75,0.132,1.122,1.0,1.0,1.0,0.0,6.0,15.0,4.0,17.0,413.0,1.492,0.466,0.64,1.622,7935.066378624
15400,311,0.466,0.466,0.0,0.622,102.0,0.30000000000000004,0.42900000000000005,1.122,1.0,1.0,0.0,1.0,6.0,6.0,13.0,17.0,413.0,1.042,0.466,0.6260000000000001,2.244,7934.8683677632
8721,311,0.932,0.466,0.0,0.0,68.0,0.55,0.42900000000000005,0.924,2.0,1.0,0.0,0.0,4.0,11.0,13.0,14.0,379.0,1.7580000000000002,0.466,0.6260000000000001,1.424,7933.6142833408
16000,311,0.466,0.466,0.0,0.622,136.0,0.4,0.495,0.726,1.0,1.0,0.0,1.0,8.0,8.0,15.0,11.0,447.0,1.1420000000000001,0.466,0.692,1.8479999999999999,7933.599459148801
16217,311,0.466,0.466,0.0,0.622,153.0,0.30000000000000004,0.6930000000000001,0.396,1.0,1.0,0.0,1.0,9.0,6.0,21.0,6.0,464.0,1.042,0.466,0.8900000000000001,1.518,7933.373107575999
12399,311,0.466,0.466,0.311,0.0,102.0,0.8,0.231,0.8580000000000001,1.0,1.0,1.0,0.0,6.0,16.0,7.0,13.0,413.0,1.542,0.466,0.7390000000000001,1.358,7932.848885913601
12597,311,0.466,0.466,0.311,0.0,119.0,0.5,0.42900000000000005,0.792,1.0,1.0,1.0,0.0,7.0,10.0,13.0,12.0,430.0,1.242,0.466,0.937,1.292,7932.696746779201
13054,311,0.466,0.466,0.311,0.0,153.0,0.35000000000000003,0.29700000000000004,1.122,1.0,1.0,1.0,0.0,9.0,7.0,9.0,17.0,464.0,1.092,0.466,0.8050000000000002,1.622,7932.584974248001
15940,311,0.466,0.466,0.0,0.622,136.0,0.25,0.495,0.924,1.0,1.0,0.0,1.0,8.0,5.0,15.0,14.0,447.0,0.992,0.466,0.692,2.0460000000000003,7932.4974329376
15701,311,0.466,0.466,0.0,0.622,119.0,0.30000000000000004,0.8250000000000001,0.264,1.0,1.0,0.0,1.0,7.0,6.0,25.0,4.0,430.0,1.042,0.466,1.022,1.3860000000000001,7932.4831927999985
16213,311,0.466,0.466,0.0,0.622,153.0,0.30000000000000004,0.561,0.66,1.0,1.0,0.0,1.0,9.0,6.0,17.0,10.0,464.0,1.042,0.466,0.758,1.782,7932.482255732799
12314,311,0.466,0.466,0.311,0.0,102.0,0.5,0.495,0.726,1.0,1.0,1.0,0.0,6.0,10.0,15.0,11.0,413.0,1.242,0.466,1.0030000000000001,1.226,7932.4685328000005
16234,311,0.466,0.466,0.0,0.622,153.0,0.35000000000000003,0.627,0.462,1.0,1.0,0.0,1.0,9.0,7.0,19.0,7.0,464.0,1.092,0.466,0.8240000000000001,1.584,7930.8854123008
16233,311,0.466,0.466,0.0,0.622,153.0,0.35000000000000003,0.5940000000000001,0.528,1.0,1.0,0.0,1.0,9.0,7.0,18.0,8.0,464.0,1.092,0.466,0.7910000000000001,1.65,7930.658345320001
15303,311,0.466,0.466,0.0,0.622,85.0,0.9,0.42900000000000005,0.396,1.0,1.0,0.0,1.0,5.0,18.0,13.0,6.0,396.0,1.6420000000000001,0.466,0.6260000000000001,1.518,7930.551852734402
12362,311,0.466,0.466,0.311,0.0,102.0,0.65,0.396,0.726,1.0,1.0,1.0,0.0,6.0,13.0,12.0,11.0,413.0,1.3920000000000001,0.466,0.9040000000000001,1.226,7930.307067091202
15013,311,0.466,0.466,0.0,0.622,68.0,1.0,0.396,0.396,1.0,1.0,0.0,1.0,4.0,20.0,12.0,6.0,379.0,1.742,0.466,0.593,1.518,7930.2028931312
12397,311,0.466,0.466,0.311,0.0,102.0,0.8,0.165,0.99,1.0,1.0,1.0,0.0,6.0,16.0,5.0,15.0,413.0,1.542,0.466,0.673,1.49,7929.713062655999
14857,311,0.466,0.466,0.0,0.622,68.0,0.5,0.363,1.122,1.0,1.0,0.0,1.0,4.0,10.0,11.0,17.0,379.0,1.242,0.466,0.56,2.244,7929.175826432001
15391,311,0.466,0.466,0.0,0.622,102.0,0.25,0.8580000000000001,0.33,1.0,1.0,0.0,1.0,6.0,5.0,26.0,5.0,413.0,0.992,0.466,1.0550000000000002,1.452,7929.0392656
12999,311,0.466,0.466,0.311,0.0,153.0,0.2,0.462,0.99,1.0,1.0,1.0,0.0,9.0,4.0,14.0,15.0,464.0,0.9420000000000001,0.466,0.97,1.49,7928.882315640001
8974,311,0.932,0.466,0.0,0.0,85.0,0.45,0.495,0.8580000000000001,2.0,1.0,0.0,0.0,5.0,9.0,15.0,13.0,396.0,1.6580000000000001,0.466,0.692,1.358,7928.6732276832
9187,311,0.932,0.466,0.0,0.0,102.0,0.30000000000000004,0.462,1.056,2.0,1.0,0.0,0.0,6.0,6.0,14.0,16.0,413.0,1.5080000000000002,0.466,0.659,1.556,7928.4706933328
12048,311,0.466,0.466,0.311,0.0,85.0,0.6000000000000001,0.495,0.66,1.0,1.0,1.0,0.0,5.0,12.0,15.0,10.0,396.0,1.342,0.466,1.0030000000000001,1.1600000000000001,7928.432928000001
9387,311,0.932,0.466,0.0,0.0,119.0,0.15000000000000002,0.627,0.8580000000000001,2.0,1.0,0.0,0.0,7.0,3.0,19.0,13.0,430.0,1.358,0.466,0.8240000000000001,1.358,7928.261966598403
12180,311,0.466,0.466,0.311,0.0,102.0,0.2,0.132,1.848,1.0,1.0,1.0,0.0,6.0,4.0,4.0,28.0,413.0,0.9420000000000001,0.466,0.64,2.348,7927.9482332160005
11589,311,0.466,0.466,0.311,0.0,68.0,0.25,0.5940000000000001,0.99,1.0,1.0,1.0,0.0,4.0,5.0,18.0,15.0,379.0,0.992,0.466,1.102,1.49,7927.808412
15801,311,0.466,0.466,0.0,0.622,119.0,0.6000000000000001,0.462,0.5940000000000001,1.0,1.0,0.0,1.0,7.0,12.0,14.0,9.0,430.0,1.342,0.466,0.659,1.7160000000000002,7927.6235540912
13019,311,0.466,0.466,0.311,0.0,153.0,0.25,0.42900000000000005,0.99,1.0,1.0,1.0,0.0,9.0,5.0,13.0,15.0,464.0,0.992,0.466,0.937,1.49,7927.521345744001
8848,311,0.932,0.466,0.0,0.0,85.0,0.15000000000000002,0.792,0.66,2.0,1.0,0.0,0.0,5.0,3.0,24.0,10.0,396.0,1.358,0.466,0.9890000000000001,1.1600000000000001,7926.925539888001
13055,311,0.466,0.466,0.311,0.0,153.0,0.35000000000000003,0.33,1.056,1.0,1.0,1.0,0.0,9.0,7.0,10.0,16.0,464.0,1.092,0.466,0.8380000000000001,1.556,7926.4541657664
12641,311,0.466,0.466,0.311,0.0,119.0,0.65,0.29700000000000004,0.8580000000000001,1.0,1.0,1.0,0.0,7.0,13.0,9.0,13.0,430.0,1.3920000000000001,0.466,0.8050000000000002,1.358,7925.622799512002
11846,311,0.466,0.466,0.311,0.0,68.0,1.05,0.165,0.792,1.0,1.0,1.0,0.0,4.0,21.0,5.0,12.0,379.0,1.792,0.466,0.673,1.292,7925.586496660799
12860,311,0.466,0.466,0.311,0.0,136.0,0.5,0.33,0.924,1.0,1.0,1.0,0.0,8.0,10.0,10.0,14.0,447.0,1.242,0.466,0.8380000000000001,1.424,7925.3065622016
14989,311,0.466,0.466,0.0,0.622,68.0,0.9,0.363,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,18.0,11.0,9.0,379.0,1.6420000000000001,0.466,0.56,1.7160000000000002,7925.158658048001
12093,311,0.466,0.466,0.311,0.0,85.0,0.75,0.396,0.66,1.0,1.0,1.0,0.0,5.0,15.0,12.0,10.0,396.0,1.492,0.466,0.9040000000000001,1.1600000000000001,7925.124506112002
8872,311,0.932,0.466,0.0,0.0,85.0,0.2,0.759,0.66,2.0,1.0,0.0,0.0,5.0,4.0,23.0,10.0,396.0,1.4080000000000001,0.466,0.956,1.1600000000000001,7924.7360747520015
11845,311,0.466,0.466,0.311,0.0,68.0,1.05,0.132,0.8580000000000001,1.0,1.0,1.0,0.0,4.0,21.0,4.0,13.0,379.0,1.792,0.466,0.64,1.358,7923.907702656
13053,311,0.466,0.466,0.311,0.0,153.0,0.35000000000000003,0.264,1.1880000000000002,1.0,1.0,1.0,0.0,9.0,7.0,8.0,18.0,464.0,1.092,0.466,0.772,1.6880000000000002,7923.729361996801
16024,311,0.466,0.466,0.0,0.622,136.0,0.45,0.6930000000000001,0.264,1.0,1.0,0.0,1.0,8.0,9.0,21.0,4.0,447.0,1.1920000000000002,0.466,0.8900000000000001,1.3860000000000001,7923.3196548720025
8973,311,0.932,0.466,0.0,0.0,85.0,0.45,0.462,0.924,2.0,1.0,0.0,0.0,5.0,9.0,14.0,14.0,396.0,1.6580000000000001,0.466,0.659,1.424,7923.277726099201
12570,311,0.466,0.466,0.311,0.0,119.0,0.45,0.132,1.452,1.0,1.0,1.0,0.0,7.0,9.0,4.0,22.0,430.0,1.1920000000000002,0.466,0.64,1.952,7923.099596544
8724,311,0.932,0.466,0.0,0.0,68.0,0.55,0.528,0.726,2.0,1.0,0.0,0.0,4.0,11.0,16.0,11.0,379.0,1.7580000000000002,0.466,0.7250000000000001,1.226,7922.81759092
12613,311,0.466,0.466,0.311,0.0,119.0,0.55,0.396,0.792,1.0,1.0,1.0,0.0,7.0,11.0,12.0,12.0,430.0,1.292,0.466,0.9040000000000001,1.292,7922.719384166399
12562,311,0.466,0.466,0.311,0.0,119.0,0.4,0.495,0.792,1.0,1.0,1.0,0.0,7.0,8.0,15.0,12.0,430.0,1.1420000000000001,0.466,1.0030000000000001,1.292,7922.3777616
9126,311,0.932,0.466,0.0,0.0,102.0,0.15000000000000002,0.726,0.726,2.0,1.0,0.0,0.0,6.0,3.0,22.0,11.0,413.0,1.358,0.466,0.923,1.226,7922.303947913602
11780,311,0.466,0.466,0.311,0.0,68.0,0.75,0.462,0.5940000000000001,1.0,1.0,1.0,0.0,4.0,15.0,14.0,9.0,379.0,1.492,0.466,0.97,1.094,7922.266527384001
8659,311,0.932,0.466,0.0,0.0,68.0,0.4,0.363,1.254,2.0,1.0,0.0,0.0,4.0,8.0,11.0,19.0,379.0,1.608,0.466,0.56,1.754,7922.238620608001
16018,311,0.466,0.466,0.0,0.622,136.0,0.45,0.495,0.66,1.0,1.0,0.0,1.0,8.0,9.0,15.0,10.0,447.0,1.1920000000000002,0.466,0.692,1.782,7921.914873859201
8957,311,0.932,0.466,0.0,0.0,85.0,0.4,0.5940000000000001,0.726,2.0,1.0,0.0,0.0,5.0,8.0,18.0,11.0,396.0,1.608,0.466,0.7910000000000001,1.226,7921.475425699201
12551,311,0.466,0.466,0.311,0.0,119.0,0.4,0.132,1.518,1.0,1.0,1.0,0.0,7.0,8.0,4.0,23.0,430.0,1.1420000000000001,0.466,0.64,2.018,7920.7186248960015
9407,311,0.932,0.466,0.0,0.0,119.0,0.2,0.528,0.99,2.0,1.0,0.0,0.0,7.0,4.0,16.0,15.0,430.0,1.4080000000000001,0.466,0.7250000000000001,1.49,7920.541889800002
8553,311,0.932,0.466,0.0,0.0,68.0,0.15000000000000002,0.8250000000000001,0.66,2.0,1.0,0.0,0.0,4.0,3.0,25.0,10.0,379.0,1.358,0.466,1.022,1.1600000000000001,7920.199872000001
15576,311,0.466,0.466,0.0,0.622,102.0,0.8,0.462,0.396,1.0,1.0,0.0,1.0,6.0,16.0,14.0,6.0,413.0,1.542,0.466,0.659,1.518,7920.178892953599
15918,311,0.466,0.466,0.0,0.622,136.0,0.2,0.495,0.99,1.0,1.0,0.0,1.0,8.0,4.0,15.0,15.0,447.0,0.9420000000000001,0.466,0.692,2.112,7920.0781635072
12588,311,0.466,0.466,0.311,0.0,119.0,0.5,0.132,1.3860000000000001,1.0,1.0,1.0,0.0,7.0,10.0,4.0,21.0,430.0,1.242,0.466,0.64,1.8860000000000001,7919.907422592001
12992,311,0.466,0.466,0.311,0.0,153.0,0.2,0.231,1.452,1.0,1.0,1.0,0.0,9.0,4.0,7.0,22.0,464.0,0.9420000000000001,0.466,0.7390000000000001,1.952,7919.894108966401
13038,311,0.466,0.466,0.311,0.0,153.0,0.30000000000000004,0.396,0.99,1.0,1.0,1.0,0.0,9.0,6.0,12.0,15.0,464.0,1.042,0.466,0.9040000000000001,1.49,7919.672886047999
13013,311,0.466,0.466,0.311,0.0,153.0,0.25,0.231,1.3860000000000001,1.0,1.0,1.0,0.0,9.0,5.0,7.0,21.0,464.0,0.992,0.466,0.7390000000000001,1.8860000000000001,7919.660423875202
12637,311,0.466,0.466,0.311,0.0,119.0,0.65,0.165,1.122,1.0,1.0,1.0,0.0,7.0,13.0,5.0,17.0,430.0,1.3920000000000001,0.466,0.673,1.622,7919.625165988801
12856,311,0.466,0.466,0.311,0.0,136.0,0.5,0.198,1.1880000000000002,1.0,1.0,1.0,0.0,8.0,10.0,6.0,18.0,447.0,1.242,0.466,0.706,1.6880000000000002,7919.582941670401
14749,311,0.466,0.466,0.0,0.622,68.0,0.25,0.396,1.3860000000000001,1.0,1.0,0.0,1.0,4.0,5.0,12.0,21.0,379.0,0.992,0.466,0.593,2.508,7919.0336971472
15024,311,0.466,0.466,0.0,0.622,68.0,1.05,0.42900000000000005,0.264,1.0,1.0,0.0,1.0,4.0,21.0,13.0,4.0,379.0,1.792,0.466,0.6260000000000001,1.3860000000000001,7917.616464516799
8895,311,0.932,0.466,0.0,0.0,85.0,0.25,0.726,0.66,2.0,1.0,0.0,0.0,5.0,5.0,22.0,10.0,396.0,1.458,0.466,0.923,1.1600000000000001,7917.495946416002
9408,311,0.932,0.466,0.0,0.0,119.0,0.2,0.561,0.924,2.0,1.0,0.0,0.0,7.0,4.0,17.0,14.0,430.0,1.4080000000000001,0.466,0.758,1.424,7917.275058918401
11794,311,0.466,0.466,0.311,0.0,68.0,0.8,0.42900000000000005,0.5940000000000001,1.0,1.0,1.0,0.0,4.0,16.0,13.0,9.0,379.0,1.542,0.466,0.937,1.094,7917.1007632464
15115,311,0.466,0.466,0.0,0.622,85.0,0.35000000000000003,0.396,1.1880000000000002,1.0,1.0,0.0,1.0,5.0,7.0,12.0,18.0,396.0,1.092,0.466,0.593,2.31,7916.940373464
8707,311,0.932,0.466,0.0,0.0,68.0,0.5,0.5940000000000001,0.66,2.0,1.0,0.0,0.0,4.0,10.0,18.0,10.0,379.0,1.708,0.466,0.7910000000000001,1.1600000000000001,7916.740803952002
8975,311,0.932,0.466,0.0,0.0,85.0,0.45,0.528,0.792,2.0,1.0,0.0,0.0,5.0,9.0,16.0,12.0,396.0,1.6580000000000001,0.466,0.7250000000000001,1.292,7916.263574040001
16235,311,0.466,0.466,0.0,0.622,153.0,0.35000000000000003,0.66,0.396,1.0,1.0,0.0,1.0,9.0,7.0,20.0,6.0,464.0,1.092,0.466,0.857,1.518,7916.126058548801
16232,311,0.466,0.466,0.0,0.622,153.0,0.35000000000000003,0.561,0.5940000000000001,1.0,1.0,0.0,1.0,9.0,7.0,17.0,9.0,464.0,1.092,0.466,0.758,1.7160000000000002,7915.4448576064015
9164,311,0.932,0.466,0.0,0.0,102.0,0.25,0.42900000000000005,1.1880000000000002,2.0,1.0,0.0,0.0,6.0,5.0,13.0,18.0,413.0,1.458,0.466,0.6260000000000001,1.6880000000000002,7915.252616921603
12128,311,0.466,0.466,0.311,0.0,85.0,0.9,0.264,0.726,1.0,1.0,1.0,0.0,5.0,18.0,8.0,11.0,396.0,1.6420000000000001,0.466,0.772,1.226,7915.115833257601
9191,311,0.932,0.466,0.0,0.0,102.0,0.30000000000000004,0.5940000000000001,0.792,2.0,1.0,0.0,0.0,6.0,6.0,18.0,12.0,413.0,1.5080000000000002,0.466,0.7910000000000001,1.292,7915.036084030401
8930,311,0.932,0.466,0.0,0.0,85.0,0.35000000000000003,0.396,1.1880000000000002,2.0,1.0,0.0,0.0,5.0,7.0,12.0,18.0,396.0,1.558,0.466,0.593,1.6880000000000002,7915.014672220799
15562,311,0.466,0.466,0.0,0.622,102.0,0.75,0.42900000000000005,0.528,1.0,1.0,0.0,1.0,6.0,15.0,13.0,8.0,413.0,1.492,0.466,0.6260000000000001,1.65,7914.898552120001
15290,311,0.466,0.466,0.0,0.622,85.0,0.8500000000000001,0.396,0.528,1.0,1.0,0.0,1.0,5.0,17.0,12.0,8.0,396.0,1.592,0.466,0.593,1.65,7914.632531760001
12810,311,0.466,0.466,0.311,0.0,136.0,0.35000000000000003,0.462,0.8580000000000001,1.0,1.0,1.0,0.0,8.0,7.0,14.0,13.0,447.0,1.092,0.466,0.97,1.358,7914.570942168
12376,311,0.466,0.466,0.311,0.0,102.0,0.7000000000000001,0.363,0.726,1.0,1.0,1.0,0.0,6.0,14.0,11.0,11.0,413.0,1.4420000000000002,0.466,0.871,1.226,7914.541605748801
15646,311,0.466,0.466,0.0,0.622,119.0,0.2,0.462,1.122,1.0,1.0,0.0,1.0,7.0,4.0,14.0,17.0,430.0,0.9420000000000001,0.466,0.659,2.244,7913.939947620801
15064,311,0.466,0.466,0.0,0.622,85.0,0.2,0.891,0.396,1.0,1.0,0.0,1.0,5.0,4.0,27.0,6.0,396.0,0.9420000000000001,0.466,1.088,1.518,7913.5975944
16053,311,0.466,0.466,0.0,0.622,136.0,0.55,0.561,0.396,1.0,1.0,0.0,1.0,8.0,11.0,17.0,6.0,447.0,1.292,0.466,0.758,1.518,7913.008132219198
13033,311,0.466,0.466,0.311,0.0,153.0,0.30000000000000004,0.231,1.32,1.0,1.0,1.0,0.0,9.0,6.0,7.0,20.0,464.0,1.042,0.466,0.7390000000000001,1.82,7912.991497224
12531,311,0.466,0.466,0.311,0.0,119.0,0.35000000000000003,0.132,1.584,1.0,1.0,1.0,0.0,7.0,7.0,4.0,24.0,430.0,1.092,0.466,0.64,2.084,7912.764507647999
12874,311,0.466,0.466,0.311,0.0,136.0,0.55,0.264,0.99,1.0,1.0,1.0,0.0,8.0,11.0,8.0,15.0,447.0,1.292,0.466,0.772,1.49,7911.668842703998
14808,311,0.466,0.466,0.0,0.622,68.0,0.35000000000000003,0.891,0.264,1.0,1.0,0.0,1.0,4.0,7.0,27.0,4.0,379.0,1.092,0.466,1.088,1.3860000000000001,7911.495936800001
12828,311,0.466,0.466,0.311,0.0,136.0,0.4,0.42900000000000005,0.8580000000000001,1.0,1.0,1.0,0.0,8.0,8.0,13.0,13.0,447.0,1.1420000000000001,0.466,0.937,1.358,7911.422579332802
12605,311,0.466,0.466,0.311,0.0,119.0,0.55,0.132,1.32,1.0,1.0,1.0,0.0,7.0,11.0,4.0,20.0,430.0,1.292,0.466,0.64,1.82,7911.142103039999
11839,311,0.466,0.466,0.311,0.0,68.0,1.0,0.264,0.66,1.0,1.0,1.0,0.0,4.0,20.0,8.0,10.0,379.0,1.742,0.466,0.772,1.1600000000000001,7910.779848576
11765,311,0.466,0.466,0.311,0.0,68.0,0.7000000000000001,0.495,0.5940000000000001,1.0,1.0,1.0,0.0,4.0,14.0,15.0,9.0,379.0,1.4420000000000002,0.466,1.0030000000000001,1.094,7910.2709472000015
12873,311,0.466,0.466,0.311,0.0,136.0,0.55,0.231,1.056,1.0,1.0,1.0,0.0,8.0,11.0,7.0,16.0,447.0,1.292,0.466,0.7390000000000001,1.556,7910.211813451199
9149,311,0.932,0.466,0.0,0.0,102.0,0.2,0.6930000000000001,0.726,2.0,1.0,0.0,0.0,6.0,4.0,21.0,11.0,413.0,1.4080000000000001,0.466,0.8900000000000001,1.226,7909.890121448001
15378,311,0.466,0.466,0.0,0.622,102.0,0.25,0.42900000000000005,1.1880000000000002,1.0,1.0,0.0,1.0,6.0,5.0,13.0,18.0,413.0,0.992,0.466,0.6260000000000001,2.31,7909.831070968001
12106,311,0.466,0.466,0.311,0.0,85.0,0.8,0.363,0.66,1.0,1.0,1.0,0.0,5.0,16.0,11.0,10.0,396.0,1.542,0.466,0.871,1.1600000000000001,7909.662510288001
12136,311,0.466,0.466,0.311,0.0,85.0,0.9500000000000001,0.165,0.8580000000000001,1.0,1.0,1.0,0.0,5.0,19.0,5.0,13.0,396.0,1.6920000000000002,0.466,0.673,1.358,7909.065835387201
11847,311,0.466,0.466,0.311,0.0,68.0,1.05,0.198,0.726,1.0,1.0,1.0,0.0,4.0,21.0,6.0,11.0,379.0,1.792,0.466,0.706,1.226,7908.798556612799
8603,311,0.932,0.466,0.0,0.0,68.0,0.25,0.792,0.5940000000000001,2.0,1.0,0.0,0.0,4.0,5.0,24.0,9.0,379.0,1.458,0.466,0.9890000000000001,1.094,7908.762578627203
12400,311,0.466,0.466,0.311,0.0,102.0,0.8,0.264,0.792,1.0,1.0,1.0,0.0,6.0,16.0,8.0,12.0,413.0,1.542,0.466,0.772,1.292,7908.5462556672
14836,311,0.466,0.466,0.0,0.622,68.0,0.45,0.363,1.1880000000000002,1.0,1.0,0.0,1.0,4.0,9.0,11.0,18.0,379.0,1.1920000000000002,0.466,0.56,2.31,7907.733711680001
15832,311,0.466,0.466,0.0,0.622,119.0,0.7000000000000001,0.528,0.33,1.0,1.0,0.0,1.0,7.0,14.0,16.0,5.0,430.0,1.4420000000000002,0.466,0.7250000000000001,1.452,7907.728697960001
9406,311,0.932,0.466,0.0,0.0,119.0,0.2,0.495,1.056,2.0,1.0,0.0,0.0,7.0,4.0,15.0,16.0,430.0,1.4080000000000001,0.466,0.692,1.556,7907.2232715904
11807,311,0.466,0.466,0.311,0.0,68.0,0.8500000000000001,0.396,0.5940000000000001,1.0,1.0,1.0,0.0,4.0,17.0,12.0,9.0,379.0,1.592,0.466,0.9040000000000001,1.094,7907.171701228801
