,主_数值攻击力,主_百分比攻击力,主_元素伤害,主_暴击率,主_暴击伤害,副_数值攻击力,副_百分比攻击力,副_暴击率,副_暴击伤害,主_百分比攻击力_次数,主_元素伤害_次数,主_暴击率_次数,主_暴击伤害_次数,副_数值攻击力_次数,副_百分比攻击力_次数,副_暴击率_次数,副_暴击伤害_次数,总_数值攻击力,总_百分比攻击力,总_元素伤害,总_暴击率,总_暴击伤害,期望伤害
10191,311,0.932,0.466,0.0,0.0,170.0,0.5,0.264,0.924,2.0,1.0,0.0,0.0,10.0,10.0,8.0,14.0,481.0,1.928,0.466,0.461,1.424,7873.048269335296
14104,311,0.466,0.466,0.311,0.0,255.0,0.25,0.42900000000000005,0.5940000000000001,1.0,1.0,1.0,0.0,15.0,5.0,13.0,9.0,566.0,1.212,0.466,0.937,1.094,7872.913674690767
10220,311,0.932,0.466,0.0,0.0,170.0,0.6000000000000001,0.396,0.528,2.0,1.0,0.0,0.0,10.0,12.0,12.0,8.0,481.0,2.028,0.466,0.593,1.028,7872.844002407456
13667,311,0.466,0.466,0.311,0.0,204.0,0.30000000000000004,0.528,0.528,1.0,1.0,1.0,0.0,12.0,6.0,16.0,8.0,515.0,1.262,0.466,1.036,1.028,7872.827325167999
17092,311,0.466,0.466,0.0,0.622,221.0,0.7000000000000001,0.33,0.33,1.0,1.0,0.0,1.0,13.0,14.0,10.0,5.0,532.0,1.6620000000000001,0.466,0.527,1.452,7872.742684579024
10033,311,0.932,0.466,0.0,0.0,153.0,0.7000000000000001,0.29700000000000004,0.66,2.0,1.0,0.0,0.0,9.0,14.0,9.0,10.0,464.0,2.128,0.466,0.49400000000000005,1.1600000000000001,7872.2630502745615
12754,311,0.466,0.466,0.311,0.0,136.0,0.2,0.66,0.66,1.0,1.0,1.0,0.0,8.0,4.0,20.0,10.0,447.0,1.162,0.466,1.1680000000000001,1.1600000000000001,7871.32718496
14090,311,0.466,0.466,0.311,0.0,255.0,0.2,0.462,0.5940000000000001,1.0,1.0,1.0,0.0,15.0,4.0,14.0,9.0,566.0,1.162,0.466,0.97,1.094,7870.79506196808
13164,311,0.466,0.466,0.311,0.0,153.0,0.7000000000000001,0.462,0.33,1.0,1.0,1.0,0.0,9.0,14.0,14.0,5.0,464.0,1.6620000000000001,0.466,0.97,0.8300000000000001,7870.7305179755995
9572,311,0.932,0.466,0.0,0.0,119.0,0.7000000000000001,0.198,0.99,2.0,1.0,0.0,0.0,7.0,14.0,6.0,15.0,430.0,2.128,0.466,0.395,1.49,7870.703004967201
9606,311,0.932,0.466,0.0,0.0,119.0,0.8500000000000001,0.231,0.726,2.0,1.0,0.0,0.0,7.0,17.0,7.0,11.0,430.0,2.278,0.466,0.42800000000000005,1.226,7870.6638729001925
16257,311,0.466,0.466,0.0,0.622,153.0,0.45,0.231,1.122,1.0,1.0,0.0,1.0,9.0,9.0,7.0,17.0,464.0,1.412,0.466,0.42800000000000005,2.244,7870.476668804993
17041,311,0.466,0.466,0.0,0.622,221.0,0.45,0.29700000000000004,0.726,1.0,1.0,0.0,1.0,13.0,9.0,9.0,11.0,532.0,1.412,0.466,0.49400000000000005,1.8479999999999999,7870.394185311871
15793,311,0.466,0.466,0.0,0.622,119.0,0.6000000000000001,0.198,1.122,1.0,1.0,0.0,1.0,7.0,12.0,6.0,17.0,430.0,1.562,0.466,0.395,2.244,7870.328520955282
15907,311,0.466,0.466,0.0,0.622,119.0,1.2000000000000002,0.198,0.33,1.0,1.0,0.0,1.0,7.0,24.0,6.0,5.0,430.0,2.162,0.466,0.395,1.452,7870.294698224239
17028,311,0.466,0.466,0.0,0.622,221.0,0.4,0.29700000000000004,0.792,1.0,1.0,0.0,1.0,13.0,8.0,9.0,12.0,532.0,1.362,0.466,0.49400000000000005,1.9140000000000001,7870.060770386896
14117,311,0.466,0.466,0.311,0.0,255.0,0.30000000000000004,0.396,0.5940000000000001,1.0,1.0,1.0,0.0,15.0,6.0,12.0,9.0,566.0,1.262,0.466,0.9040000000000001,1.094,7870.041409745856
13191,311,0.466,0.466,0.311,0.0,153.0,0.8500000000000001,0.363,0.33,1.0,1.0,1.0,0.0,9.0,17.0,11.0,5.0,464.0,1.812,0.466,0.871,0.8300000000000001,7869.723392512081
16766,311,0.466,0.466,0.0,0.622,187.0,0.8,0.264,0.462,1.0,1.0,0.0,1.0,11.0,16.0,8.0,7.0,498.0,1.762,0.466,0.461,1.584,7869.684670913344
13607,311,0.466,0.466,0.311,0.0,187.0,0.9,0.198,0.462,1.0,1.0,1.0,0.0,11.0,18.0,6.0,7.0,498.0,1.862,0.466,0.706,0.962,7869.616824679631
13760,311,0.466,0.466,0.311,0.0,204.0,0.7000000000000001,0.29700000000000004,0.462,1.0,1.0,1.0,0.0,12.0,14.0,9.0,7.0,515.0,1.6620000000000001,0.466,0.8050000000000002,0.962,7869.579248325959
9088,311,0.932,0.466,0.0,0.0,85.0,0.8500000000000001,0.165,0.99,2.0,1.0,0.0,0.0,5.0,17.0,5.0,15.0,396.0,2.278,0.466,0.362,1.49,7869.568812546319
9616,311,0.932,0.466,0.0,0.0,119.0,0.9,0.264,0.5940000000000001,2.0,1.0,0.0,0.0,7.0,18.0,8.0,9.0,430.0,2.3280000000000003,0.466,0.461,1.094,7869.372229299776
16658,311,0.466,0.466,0.0,0.622,187.0,0.35000000000000003,0.264,1.056,1.0,1.0,0.0,1.0,11.0,7.0,8.0,16.0,498.0,1.312,0.466,0.461,2.178,7868.462093974049
12526,311,0.466,0.466,0.311,0.0,119.0,0.30000000000000004,0.66,0.5940000000000001,1.0,1.0,1.0,0.0,7.0,6.0,20.0,9.0,430.0,1.262,0.466,1.1680000000000001,1.094,7868.110259064
17201,311,0.466,0.466,0.0,0.622,238.0,0.5,0.33,0.528,1.0,1.0,0.0,1.0,14.0,10.0,10.0,8.0,549.0,1.462,0.466,0.527,1.65,7867.807407359799
10372,311,0.932,0.466,0.0,0.0,187.0,0.45,0.29700000000000004,0.8580000000000001,2.0,1.0,0.0,0.0,11.0,9.0,9.0,13.0,498.0,1.8780000000000001,0.466,0.49400000000000005,1.358,7867.581855208528
10326,311,0.932,0.466,0.0,0.0,187.0,0.30000000000000004,0.264,1.122,2.0,1.0,0.0,0.0,11.0,6.0,8.0,17.0,498.0,1.7280000000000002,0.466,0.461,1.622,7867.21394368509
15270,311,0.466,0.466,0.0,0.622,85.0,0.8,0.165,1.056,1.0,1.0,0.0,1.0,5.0,16.0,5.0,16.0,396.0,1.762,0.466,0.362,2.178,7867.025493501614
10539,311,0.932,0.466,0.0,0.0,204.0,0.4,0.363,0.726,2.0,1.0,0.0,0.0,12.0,8.0,11.0,11.0,515.0,1.828,0.466,0.56,1.226,7867.000717315841
13424,311,0.466,0.466,0.311,0.0,170.0,1.05,0.132,0.462,1.0,1.0,1.0,0.0,10.0,21.0,4.0,7.0,481.0,2.012,0.466,0.64,0.962,7866.825501934079
16594,311,0.466,0.466,0.0,0.622,170.0,1.0,0.264,0.264,1.0,1.0,0.0,1.0,10.0,20.0,8.0,4.0,481.0,1.962,0.466,0.461,1.3860000000000001,7866.8217404067755
10485,311,0.932,0.466,0.0,0.0,204.0,0.2,0.627,0.462,2.0,1.0,0.0,0.0,12.0,4.0,19.0,7.0,515.0,1.6280000000000001,0.466,0.8240000000000001,0.962,7866.381388188032
17053,311,0.466,0.466,0.0,0.622,221.0,0.5,0.29700000000000004,0.66,1.0,1.0,0.0,1.0,13.0,10.0,9.0,10.0,532.0,1.462,0.466,0.49400000000000005,1.782,7866.220299381648
14221,311,0.466,0.466,0.311,0.0,272.0,0.25,0.363,0.66,1.0,1.0,1.0,0.0,16.0,5.0,11.0,10.0,583.0,1.212,0.466,0.871,1.1600000000000001,7865.79656766816
12318,311,0.466,0.466,0.311,0.0,102.0,0.5,0.627,0.462,1.0,1.0,1.0,0.0,6.0,10.0,19.0,7.0,413.0,1.462,0.466,1.135,0.962,7865.697938471999
9374,311,0.932,0.466,0.0,0.0,119.0,0.15000000000000002,0.198,1.7160000000000002,2.0,1.0,0.0,0.0,7.0,3.0,6.0,26.0,430.0,1.578,0.466,0.395,2.216,7865.664360152481
9807,311,0.932,0.466,0.0,0.0,136.0,0.65,0.528,0.33,2.0,1.0,0.0,0.0,8.0,13.0,16.0,5.0,447.0,2.0780000000000003,0.466,0.7250000000000001,0.8300000000000001,7865.307143187
17014,311,0.466,0.466,0.0,0.622,221.0,0.35000000000000003,0.29700000000000004,0.8580000000000001,1.0,1.0,0.0,1.0,13.0,7.0,9.0,13.0,532.0,1.312,0.466,0.49400000000000005,1.98,7865.220054606721
14322,311,0.466,0.466,0.311,0.0,289.0,0.25,0.264,0.792,1.0,1.0,1.0,0.0,17.0,5.0,8.0,12.0,600.0,1.212,0.466,0.772,1.292,7864.962575842943
10186,311,0.932,0.466,0.0,0.0,170.0,0.45,0.561,0.396,2.0,1.0,0.0,0.0,10.0,9.0,17.0,6.0,481.0,1.8780000000000001,0.466,0.758,0.896,7864.891383786753
17429,311,0.466,0.466,0.0,0.622,272.0,0.4,0.42900000000000005,0.33,1.0,1.0,0.0,1.0,16.0,8.0,13.0,5.0,583.0,1.362,0.466,0.6260000000000001,1.452,7864.875665569313
10386,311,0.932,0.466,0.0,0.0,187.0,0.5,0.33,0.726,2.0,1.0,0.0,0.0,11.0,10.0,10.0,11.0,498.0,1.928,0.466,0.527,1.226,7864.822620083327
10529,311,0.932,0.466,0.0,0.0,204.0,0.35000000000000003,0.495,0.528,2.0,1.0,0.0,0.0,12.0,7.0,15.0,8.0,515.0,1.778,0.466,0.692,1.028,7864.462000643263
17484,311,0.466,0.466,0.0,0.622,289.0,0.2,0.42900000000000005,0.528,1.0,1.0,0.0,1.0,17.0,4.0,13.0,8.0,600.0,1.162,0.466,0.6260000000000001,1.65,7864.133290452399
13924,311,0.466,0.466,0.311,0.0,221.0,0.75,0.165,0.5940000000000001,1.0,1.0,1.0,0.0,13.0,15.0,5.0,9.0,532.0,1.712,0.466,0.673,1.094,7863.676193986271
13418,311,0.466,0.466,0.311,0.0,170.0,0.9500000000000001,0.231,0.396,1.0,1.0,1.0,0.0,10.0,19.0,7.0,6.0,481.0,1.9120000000000001,0.466,0.7390000000000001,0.896,7863.279903857664
12352,311,0.466,0.466,0.311,0.0,102.0,0.6000000000000001,0.5940000000000001,0.396,1.0,1.0,1.0,0.0,6.0,12.0,18.0,6.0,413.0,1.562,0.466,1.102,0.896,7863.212839776
9365,311,0.932,0.466,0.0,0.0,102.0,0.9,0.198,0.792,2.0,1.0,0.0,0.0,6.0,18.0,6.0,12.0,413.0,2.3280000000000003,0.466,0.395,1.292,7863.149724605761
14053,311,0.466,0.466,0.311,0.0,238.0,0.65,0.165,0.66,1.0,1.0,1.0,0.0,14.0,13.0,5.0,10.0,549.0,1.612,0.466,0.673,1.1600000000000001,7863.059177878081
12986,311,0.466,0.466,0.311,0.0,136.0,1.1500000000000001,0.198,0.33,1.0,1.0,1.0,0.0,8.0,23.0,6.0,5.0,447.0,2.112,0.466,0.706,0.8300000000000001,7862.41505383488
14158,311,0.466,0.466,0.311,0.0,255.0,0.5,0.231,0.66,1.0,1.0,1.0,0.0,15.0,10.0,7.0,10.0,566.0,1.462,0.466,0.7390000000000001,1.1600000000000001,7862.2881834974405
14129,311,0.466,0.466,0.311,0.0,255.0,0.35000000000000003,0.363,0.5940000000000001,1.0,1.0,1.0,0.0,15.0,7.0,11.0,9.0,566.0,1.312,0.466,0.871,1.094,7862.178267133345
13198,311,0.466,0.466,0.311,0.0,153.0,0.9,0.33,0.33,1.0,1.0,1.0,0.0,9.0,18.0,10.0,5.0,464.0,1.862,0.466,0.8380000000000001,0.8300000000000001,7861.814688660241
9930,311,0.932,0.466,0.0,0.0,153.0,0.30000000000000004,0.726,0.33,2.0,1.0,0.0,0.0,9.0,6.0,22.0,5.0,464.0,1.7280000000000002,0.466,0.923,0.8300000000000001,7861.775886161762
8923,311,0.932,0.466,0.0,0.0,85.0,0.35000000000000003,0.165,1.6500000000000001,2.0,1.0,0.0,0.0,5.0,7.0,5.0,25.0,396.0,1.778,0.466,0.362,2.1500000000000004,7861.7731870212
13063,311,0.466,0.466,0.311,0.0,153.0,0.35000000000000003,0.5940000000000001,0.528,1.0,1.0,1.0,0.0,9.0,7.0,18.0,8.0,464.0,1.312,0.466,1.102,1.028,7861.3810903680005
14047,311,0.466,0.466,0.311,0.0,238.0,0.6000000000000001,0.231,0.5940000000000001,1.0,1.0,1.0,0.0,14.0,12.0,7.0,9.0,549.0,1.562,0.466,0.7390000000000001,1.094,7860.750936360697
14164,311,0.466,0.466,0.311,0.0,255.0,0.55,0.132,0.792,1.0,1.0,1.0,0.0,15.0,11.0,4.0,12.0,566.0,1.512,0.466,0.64,1.292,7860.04205488128
9947,311,0.932,0.466,0.0,0.0,153.0,0.35000000000000003,0.6930000000000001,0.33,2.0,1.0,0.0,0.0,9.0,7.0,21.0,5.0,464.0,1.778,0.466,0.8900000000000001,0.8300000000000001,7860.0311415668
10676,311,0.932,0.466,0.0,0.0,221.0,0.30000000000000004,0.396,0.726,2.0,1.0,0.0,0.0,13.0,6.0,12.0,11.0,532.0,1.7280000000000002,0.466,0.593,1.226,7860.009267779553
9912,311,0.932,0.466,0.0,0.0,153.0,0.25,0.759,0.33,2.0,1.0,0.0,0.0,9.0,5.0,23.0,5.0,464.0,1.678,0.466,0.956,0.8300000000000001,7859.73413307472
10036,311,0.932,0.466,0.0,0.0,153.0,0.7000000000000001,0.396,0.462,2.0,1.0,0.0,0.0,9.0,14.0,12.0,7.0,464.0,2.128,0.466,0.593,0.962,7859.381492849824
11914,311,0.466,0.466,0.311,0.0,85.0,0.25,0.726,0.66,1.0,1.0,1.0,0.0,5.0,5.0,22.0,10.0,396.0,1.212,0.466,1.234,1.1600000000000001,7859.13592896
10541,311,0.932,0.466,0.0,0.0,204.0,0.4,0.42900000000000005,0.5940000000000001,2.0,1.0,0.0,0.0,12.0,8.0,13.0,9.0,515.0,1.828,0.466,0.6260000000000001,1.094,7858.996392992417
14318,311,0.466,0.466,0.311,0.0,289.0,0.25,0.132,1.056,1.0,1.0,1.0,0.0,17.0,5.0,4.0,16.0,600.0,1.212,0.466,0.64,1.556,7858.725492119039
16117,311,0.466,0.466,0.0,0.622,136.0,0.8500000000000001,0.198,0.726,1.0,1.0,0.0,1.0,8.0,17.0,6.0,11.0,447.0,1.812,0.466,0.395,1.8479999999999999,7858.719836173761
13563,311,0.466,0.466,0.311,0.0,187.0,0.6000000000000001,0.42900000000000005,0.396,1.0,1.0,1.0,0.0,11.0,12.0,13.0,6.0,498.0,1.562,0.466,0.937,0.896,7858.3346474181135
16126,311,0.466,0.466,0.0,0.622,136.0,0.9,0.198,0.66,1.0,1.0,0.0,1.0,8.0,18.0,6.0,10.0,447.0,1.862,0.466,0.395,1.782,7858.06730107284
17322,311,0.466,0.466,0.0,0.622,255.0,0.45,0.363,0.462,1.0,1.0,0.0,1.0,15.0,9.0,11.0,7.0,566.0,1.412,0.466,0.56,1.584,7858.005280330241
8852,311,0.932,0.466,0.0,0.0,85.0,0.15000000000000002,0.924,0.396,2.0,1.0,0.0,0.0,5.0,3.0,28.0,6.0,396.0,1.578,0.466,1.121,0.896,7857.898366944
10508,311,0.932,0.466,0.0,0.0,204.0,0.30000000000000004,0.29700000000000004,0.99,2.0,1.0,0.0,0.0,12.0,6.0,9.0,15.0,515.0,1.7280000000000002,0.466,0.49400000000000005,1.49,7857.8951567558415
17064,311,0.466,0.466,0.0,0.622,221.0,0.55,0.29700000000000004,0.5940000000000001,1.0,1.0,0.0,1.0,13.0,11.0,9.0,9.0,532.0,1.512,0.466,0.49400000000000005,1.7160000000000002,7857.539112596225
13573,311,0.466,0.466,0.311,0.0,187.0,0.65,0.396,0.396,1.0,1.0,1.0,0.0,11.0,13.0,12.0,6.0,498.0,1.612,0.466,0.9040000000000001,0.896,7857.133405423104
9995,311,0.932,0.466,0.0,0.0,153.0,0.55,0.231,0.99,2.0,1.0,0.0,0.0,9.0,11.0,7.0,15.0,464.0,1.9780000000000002,0.466,0.42800000000000005,1.49,7856.346513410081
15131,311,0.466,0.466,0.0,0.622,85.0,0.4,0.198,1.518,1.0,1.0,0.0,1.0,5.0,8.0,6.0,23.0,396.0,1.362,0.466,0.395,2.64,7856.3116869968
11635,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.726,0.5940000000000001,1.0,1.0,1.0,0.0,4.0,7.0,22.0,9.0,379.0,1.312,0.466,1.234,1.094,7856.291513664002
10677,311,0.932,0.466,0.0,0.0,221.0,0.30000000000000004,0.42900000000000005,0.66,2.0,1.0,0.0,0.0,13.0,6.0,13.0,10.0,532.0,1.7280000000000002,0.466,0.6260000000000001,1.1600000000000001,7856.104335722242
17417,311,0.466,0.466,0.0,0.622,272.0,0.35000000000000003,0.396,0.462,1.0,1.0,0.0,1.0,16.0,7.0,12.0,7.0,583.0,1.312,0.466,0.593,1.584,7855.909830876673
9619,311,0.932,0.466,0.0,0.0,119.0,0.9,0.363,0.396,2.0,1.0,0.0,0.0,7.0,18.0,11.0,6.0,430.0,2.3280000000000003,0.466,0.56,0.896,7855.90729124864
16999,311,0.466,0.466,0.0,0.622,221.0,0.30000000000000004,0.29700000000000004,0.924,1.0,1.0,0.0,1.0,13.0,6.0,9.0,14.0,532.0,1.262,0.466,0.49400000000000005,2.0460000000000003,7855.872037971344
15661,311,0.466,0.466,0.0,0.622,119.0,0.25,0.231,1.518,1.0,1.0,0.0,1.0,7.0,5.0,7.0,23.0,430.0,1.212,0.466,0.42800000000000005,2.64,7855.85391665152
16107,311,0.466,0.466,0.0,0.622,136.0,0.8,0.198,0.792,1.0,1.0,0.0,1.0,8.0,16.0,6.0,12.0,447.0,1.762,0.466,0.395,1.9140000000000001,7855.76835540868
13552,311,0.466,0.466,0.311,0.0,187.0,0.55,0.462,0.396,1.0,1.0,1.0,0.0,11.0,11.0,14.0,6.0,498.0,1.512,0.466,0.97,0.896,7855.44829673472
13998,311,0.466,0.466,0.311,0.0,238.0,0.35000000000000003,0.42900000000000005,0.528,1.0,1.0,1.0,0.0,14.0,7.0,13.0,8.0,549.0,1.312,0.466,0.937,1.028,7854.967420962817
9832,311,0.932,0.466,0.0,0.0,136.0,0.8,0.264,0.66,2.0,1.0,0.0,0.0,8.0,16.0,8.0,10.0,447.0,2.228,0.466,0.461,1.1600000000000001,7854.612936392641
16383,311,0.466,0.466,0.0,0.622,153.0,1.05,0.231,0.33,1.0,1.0,0.0,1.0,9.0,21.0,7.0,5.0,464.0,2.012,0.466,0.42800000000000005,1.452,7854.539204004735
9963,311,0.932,0.466,0.0,0.0,153.0,0.4,0.66,0.33,2.0,1.0,0.0,0.0,9.0,8.0,20.0,5.0,464.0,1.828,0.466,0.857,0.8300000000000001,7854.499899289841
13777,311,0.466,0.466,0.311,0.0,204.0,0.8500000000000001,0.165,0.528,1.0,1.0,1.0,0.0,12.0,17.0,5.0,8.0,515.0,1.812,0.466,0.673,1.028,7854.226154669666
9893,311,0.932,0.466,0.0,0.0,153.0,0.2,0.792,0.33,2.0,1.0,0.0,0.0,9.0,4.0,24.0,5.0,464.0,1.6280000000000001,0.466,0.9890000000000001,0.8300000000000001,7853.905882305682
16134,311,0.466,0.466,0.0,0.622,136.0,0.9500000000000001,0.198,0.5940000000000001,1.0,1.0,0.0,1.0,8.0,19.0,6.0,9.0,447.0,1.9120000000000001,0.466,0.395,1.7160000000000002,7853.81075010592
16945,311,0.466,0.466,0.0,0.622,204.0,0.8,0.29700000000000004,0.33,1.0,1.0,0.0,1.0,12.0,16.0,9.0,5.0,515.0,1.762,0.466,0.49400000000000005,1.452,7853.6453147737275
16548,311,0.466,0.466,0.0,0.622,170.0,0.7000000000000001,0.231,0.726,1.0,1.0,0.0,1.0,10.0,14.0,7.0,11.0,481.0,1.6620000000000001,0.466,0.42800000000000005,1.8479999999999999,7853.640386222463
10217,311,0.932,0.466,0.0,0.0,170.0,0.6000000000000001,0.29700000000000004,0.726,2.0,1.0,0.0,0.0,10.0,12.0,9.0,11.0,481.0,2.028,0.466,0.49400000000000005,1.226,7853.474976082016
13153,311,0.466,0.466,0.311,0.0,153.0,0.65,0.495,0.33,1.0,1.0,1.0,0.0,9.0,13.0,15.0,5.0,464.0,1.612,0.466,1.0030000000000001,0.8300000000000001,7852.80826248
14253,311,0.466,0.466,0.311,0.0,272.0,0.4,0.231,0.726,1.0,1.0,1.0,0.0,16.0,8.0,7.0,11.0,583.0,1.362,0.466,0.7390000000000001,1.226,7852.771115687785
13985,311,0.466,0.466,0.311,0.0,238.0,0.30000000000000004,0.462,0.528,1.0,1.0,1.0,0.0,14.0,6.0,14.0,8.0,549.0,1.262,0.466,0.97,1.028,7852.65089113296
14010,311,0.466,0.466,0.311,0.0,238.0,0.4,0.396,0.528,1.0,1.0,1.0,0.0,14.0,8.0,12.0,8.0,549.0,1.362,0.466,0.9040000000000001,1.028,7852.594168121473
10779,311,0.932,0.466,0.0,0.0,238.0,0.15000000000000002,0.363,0.924,2.0,1.0,0.0,0.0,14.0,3.0,11.0,14.0,549.0,1.578,0.466,0.56,1.424,7852.58247174016
10389,311,0.932,0.466,0.0,0.0,187.0,0.5,0.42900000000000005,0.528,2.0,1.0,0.0,0.0,11.0,10.0,13.0,8.0,498.0,1.928,0.466,0.6260000000000001,1.028,7852.524443284991
16394,311,0.466,0.466,0.0,0.622,170.0,0.2,0.264,1.32,1.0,1.0,0.0,1.0,10.0,4.0,8.0,20.0,481.0,1.162,0.466,0.461,2.442,7852.515841940471
14165,311,0.466,0.466,0.311,0.0,255.0,0.55,0.165,0.726,1.0,1.0,1.0,0.0,15.0,11.0,5.0,11.0,566.0,1.512,0.466,0.673,1.226,7852.375106345088
14233,311,0.466,0.466,0.311,0.0,272.0,0.30000000000000004,0.33,0.66,1.0,1.0,1.0,0.0,16.0,6.0,10.0,10.0,583.0,1.262,0.466,0.8380000000000001,1.1600000000000001,7852.334975052479
9099,311,0.932,0.466,0.0,0.0,85.0,0.9,0.165,0.924,2.0,1.0,0.0,0.0,5.0,18.0,5.0,14.0,396.0,2.3280000000000003,0.466,0.362,1.424,7852.182310316031
13582,311,0.466,0.466,0.311,0.0,187.0,0.7000000000000001,0.363,0.396,1.0,1.0,1.0,0.0,11.0,14.0,11.0,6.0,498.0,1.6620000000000001,0.466,0.871,0.896,7851.844570749696
16537,311,0.466,0.466,0.0,0.622,170.0,0.65,0.231,0.792,1.0,1.0,0.0,1.0,10.0,13.0,7.0,12.0,481.0,1.612,0.466,0.42800000000000005,1.9140000000000001,7851.767394082752
10650,311,0.932,0.466,0.0,0.0,221.0,0.2,0.561,0.528,2.0,1.0,0.0,0.0,13.0,4.0,17.0,8.0,532.0,1.6280000000000001,0.466,0.758,1.028,7851.642677686337
16558,311,0.466,0.466,0.0,0.622,170.0,0.75,0.231,0.66,1.0,1.0,0.0,1.0,10.0,15.0,7.0,10.0,481.0,1.712,0.466,0.42800000000000005,1.782,7851.608267499775
13204,311,0.466,0.466,0.311,0.0,153.0,0.9500000000000001,0.29700000000000004,0.33,1.0,1.0,1.0,0.0,9.0,19.0,9.0,5.0,464.0,1.9120000000000001,0.466,0.8050000000000002,0.8300000000000001,7850.119487126401
12280,311,0.466,0.466,0.311,0.0,102.0,0.4,0.66,0.528,1.0,1.0,1.0,0.0,6.0,8.0,20.0,8.0,413.0,1.362,0.466,1.1680000000000001,1.028,7849.934855568
14908,311,0.466,0.466,0.0,0.622,68.0,0.65,0.165,1.32,1.0,1.0,0.0,1.0,4.0,13.0,5.0,20.0,379.0,1.612,0.466,0.362,2.442,7849.781899672224
9584,311,0.932,0.466,0.0,0.0,119.0,0.75,0.198,0.924,2.0,1.0,0.0,0.0,7.0,15.0,6.0,14.0,430.0,2.178,0.466,0.395,1.424,7849.536968390719
10027,311,0.932,0.466,0.0,0.0,153.0,0.65,0.462,0.396,2.0,1.0,0.0,0.0,9.0,13.0,14.0,6.0,464.0,2.0780000000000003,0.466,0.659,0.896,7849.525391588096
17511,311,0.466,0.466,0.0,0.622,289.0,0.30000000000000004,0.495,0.264,1.0,1.0,0.0,1.0,17.0,6.0,15.0,4.0,600.0,1.262,0.466,0.692,1.3860000000000001,7849.524594576671
14140,311,0.466,0.466,0.311,0.0,255.0,0.4,0.33,0.5940000000000001,1.0,1.0,1.0,0.0,15.0,8.0,10.0,9.0,566.0,1.362,0.466,0.8380000000000001,1.094,7849.324246853233
13767,311,0.466,0.466,0.311,0.0,204.0,0.75,0.264,0.462,1.0,1.0,1.0,0.0,12.0,15.0,8.0,7.0,515.0,1.712,0.466,0.772,0.962,7849.240716624384
16096,311,0.466,0.466,0.0,0.622,136.0,0.75,0.198,0.8580000000000001,1.0,1.0,0.0,1.0,8.0,15.0,6.0,13.0,447.0,1.712,0.466,0.395,1.98,7849.2128587776
8559,311,0.932,0.466,0.0,0.0,68.0,0.2,0.165,1.9140000000000001,2.0,1.0,0.0,0.0,4.0,4.0,5.0,29.0,379.0,1.6280000000000001,0.466,0.362,2.414,7848.997930675551
10342,311,0.932,0.466,0.0,0.0,187.0,0.35000000000000003,0.264,1.056,2.0,1.0,0.0,0.0,11.0,7.0,8.0,16.0,498.0,1.778,0.466,0.461,1.556,7848.959743709424
10501,311,0.932,0.466,0.0,0.0,204.0,0.25,0.5940000000000001,0.462,2.0,1.0,0.0,0.0,12.0,5.0,18.0,7.0,515.0,1.678,0.466,0.7910000000000001,0.962,7848.798420384087
16773,311,0.466,0.466,0.0,0.622,187.0,0.8500000000000001,0.264,0.396,1.0,1.0,0.0,1.0,11.0,17.0,8.0,6.0,498.0,1.812,0.466,0.461,1.518,7848.789483501489
17211,311,0.466,0.466,0.0,0.622,238.0,0.55,0.33,0.462,1.0,1.0,0.0,1.0,14.0,11.0,10.0,7.0,549.0,1.512,0.466,0.527,1.584,7848.253615524607
13919,311,0.466,0.466,0.311,0.0,221.0,0.7000000000000001,0.231,0.528,1.0,1.0,1.0,0.0,13.0,14.0,7.0,8.0,532.0,1.6620000000000001,0.466,0.7390000000000001,1.028,7848.159374277553
14332,311,0.466,0.466,0.311,0.0,289.0,0.30000000000000004,0.198,0.8580000000000001,1.0,1.0,1.0,0.0,17.0,6.0,6.0,13.0,600.0,1.262,0.466,0.706,1.358,7848.066164965487
9663,311,0.932,0.466,0.0,0.0,136.0,0.2,0.8250000000000001,0.33,2.0,1.0,0.0,0.0,8.0,4.0,25.0,5.0,447.0,1.6280000000000001,0.466,1.022,0.8300000000000001,7847.67878712
16641,311,0.466,0.466,0.0,0.622,187.0,0.30000000000000004,0.264,1.122,1.0,1.0,0.0,1.0,11.0,6.0,8.0,17.0,498.0,1.262,0.466,0.461,2.244,7847.295222797903
15777,311,0.466,0.466,0.0,0.622,119.0,0.55,0.198,1.1880000000000002,1.0,1.0,0.0,1.0,7.0,11.0,6.0,18.0,430.0,1.512,0.466,0.395,2.31,7846.905236387201
15256,311,0.466,0.466,0.0,0.622,85.0,0.75,0.165,1.122,1.0,1.0,0.0,1.0,5.0,15.0,5.0,17.0,396.0,1.712,0.466,0.362,2.244,7846.850779248766
9722,311,0.932,0.466,0.0,0.0,136.0,0.4,0.198,1.32,2.0,1.0,0.0,0.0,8.0,8.0,6.0,20.0,447.0,1.828,0.466,0.395,1.82,7846.497741749601
14331,311,0.466,0.466,0.311,0.0,289.0,0.30000000000000004,0.165,0.924,1.0,1.0,1.0,0.0,17.0,6.0,5.0,14.0,600.0,1.262,0.466,0.673,1.424,7846.479521762111
16240,311,0.466,0.466,0.0,0.622,153.0,0.4,0.231,1.1880000000000002,1.0,1.0,0.0,1.0,9.0,8.0,7.0,18.0,464.0,1.362,0.466,0.42800000000000005,2.31,7846.4215702660795
