,主_数值攻击力,主_百分比攻击力,主_元素伤害,主_暴击率,主_暴击伤害,副_数值攻击力,副_百分比攻击力,副_暴击率,副_暴击伤害,主_百分比攻击力_次数,主_元素伤害_次数,主_暴击率_次数,主_暴击伤害_次数,副_数值攻击力_次数,副_百分比攻击力_次数,副_暴击率_次数,副_暴击伤害_次数,总_数值攻击力,总_百分比攻击力,总_元素伤害,总_暴击率,总_暴击伤害,总_额外增伤,期望伤害,总攻击力倍数,暴击率推导的总攻击力倍数
13799,311,0.466,0.466,0.311,0.0,221.0,0.2,0.396,0.8580000000000001,1.0,1.0,1.0,0.0,13.0,4.0,12.0,13.0,532.0,0.666,0.466,1.0330000000000001,1.358,0.886,7715.212996176,2.402842105263158,2.305881200387222
13549,311,0.466,0.466,0.311,0.0,187.0,0.55,0.363,0.5940000000000001,1.0,1.0,1.0,0.0,11.0,11.0,11.0,9.0,498.0,1.016,0.466,1.0,1.094,0.886,7715.131656768001,2.7057506925207755,2.2800000000000002
12966,311,0.466,0.466,0.311,0.0,136.0,0.9500000000000001,0.264,0.462,1.0,1.0,1.0,0.0,8.0,19.0,8.0,7.0,447.0,1.4160000000000001,0.466,0.901,0.962,0.886,7715.121763234465,3.0351135734072026,2.2130272142064373
12951,311,0.466,0.466,0.311,0.0,136.0,0.8500000000000001,0.33,0.462,1.0,1.0,1.0,0.0,8.0,17.0,10.0,7.0,447.0,1.316,0.466,0.9670000000000001,0.962,0.886,7714.686064010689,2.9351135734072025,2.2557758841778695
3395,311,0.932,0.0,0.311,0.0,119.0,0.2,0.264,1.452,2.0,0.0,1.0,0.0,7.0,4.0,8.0,22.0,430.0,1.1320000000000001,0.0,0.901,1.952,0.42000000000000004,7714.606315023361,2.727567867036011,2.2130272142064373
16593,311,0.466,0.466,0.0,0.622,170.0,1.0,0.231,0.33,1.0,1.0,0.0,1.0,10.0,20.0,7.0,5.0,481.0,1.466,0.466,0.557,1.452,0.886,7714.556572608609,3.132204986149585,2.211092423698384
5701,311,0.932,0.0,0.0,0.622,68.0,0.5,0.42900000000000005,0.924,2.0,0.0,0.0,1.0,4.0,10.0,13.0,14.0,379.0,1.432,0.0,0.7550000000000001,2.0460000000000003,0.42000000000000004,7714.511043406401,2.9569307479224376,2.154222516556292
5942,311,0.932,0.0,0.0,0.622,85.0,0.4,0.462,0.924,2.0,0.0,0.0,1.0,5.0,8.0,14.0,14.0,396.0,1.332,0.0,0.788,2.0460000000000003,0.42000000000000004,7714.437712720638,2.8804764542936283,2.1622270050761423
17315,311,0.466,0.466,0.0,0.622,255.0,0.4,0.495,0.264,1.0,1.0,0.0,1.0,15.0,8.0,15.0,4.0,566.0,0.8660000000000001,0.466,0.8210000000000001,1.3860000000000001,0.886,7714.405626568434,2.6499335180055406,2.173620365408039
12436,311,0.466,0.466,0.311,0.0,102.0,0.9500000000000001,0.363,0.396,1.0,1.0,1.0,0.0,6.0,19.0,11.0,6.0,413.0,1.4160000000000001,0.466,1.0,0.896,0.886,7714.380093312001,2.9880221606648205,2.2800000000000002
16829,311,0.466,0.466,0.0,0.622,204.0,0.30000000000000004,0.264,1.056,1.0,1.0,0.0,1.0,12.0,6.0,8.0,16.0,515.0,0.766,0.466,0.5900000000000001,2.178,0.886,7714.31451528144,2.4792963988919667,2.184935593220339
2748,311,0.932,0.0,0.311,0.0,68.0,0.6000000000000001,0.264,1.122,2.0,0.0,1.0,0.0,4.0,12.0,8.0,17.0,379.0,1.532,0.0,0.901,1.622,0.42000000000000004,7714.312365480961,3.056930747922438,2.2130272142064373
15991,311,0.466,0.466,0.0,0.622,136.0,0.4,0.198,1.32,1.0,1.0,0.0,1.0,8.0,8.0,6.0,20.0,447.0,0.8660000000000001,0.466,0.524,2.442,0.886,7714.100628125378,2.4851135734072023,2.246861679389313
13587,311,0.466,0.466,0.311,0.0,187.0,0.75,0.231,0.5940000000000001,1.0,1.0,1.0,0.0,11.0,15.0,7.0,9.0,498.0,1.216,0.466,0.8680000000000001,1.094,0.886,7714.023721511427,2.905750692520776,2.1949360368663595
2570,311,0.932,0.0,0.311,0.0,68.0,0.15000000000000002,0.42900000000000005,1.3860000000000001,2.0,0.0,1.0,0.0,4.0,3.0,13.0,21.0,379.0,1.082,0.0,1.066,1.8860000000000001,0.42000000000000004,7713.49785648,2.6069307479224375,2.3332655909943716
11874,311,0.466,0.466,0.311,0.0,68.0,1.2000000000000002,0.29700000000000004,0.33,1.0,1.0,1.0,0.0,4.0,24.0,9.0,5.0,379.0,1.6660000000000001,0.466,0.9340000000000002,0.8300000000000001,0.886,7713.446062071843,3.190930747922438,2.233384496788009
14125,311,0.466,0.466,0.311,0.0,255.0,0.35000000000000003,0.231,0.8580000000000001,1.0,1.0,1.0,0.0,15.0,7.0,7.0,13.0,566.0,0.8160000000000001,0.466,0.8680000000000001,1.358,0.886,7713.4262772679685,2.5999335180055403,2.1949360368663595
10207,311,0.932,0.466,0.0,0.0,170.0,0.55,0.363,0.66,2.0,1.0,0.0,0.0,10.0,11.0,11.0,10.0,481.0,1.4820000000000002,0.466,0.6890000000000001,1.1600000000000001,0.886,7713.13594618656,3.1482049861495844,2.150327895500726
15703,311,0.466,0.466,0.0,0.622,119.0,0.35000000000000003,0.198,1.452,1.0,1.0,0.0,1.0,7.0,7.0,6.0,22.0,430.0,0.8160000000000001,0.466,0.524,2.574,0.886,7712.940392489473,2.4115678670360112,2.246861679389313
9605,311,0.932,0.466,0.0,0.0,119.0,0.8500000000000001,0.198,0.792,2.0,1.0,0.0,0.0,7.0,17.0,6.0,12.0,430.0,1.782,0.466,0.524,1.292,0.886,7712.9071741451535,3.3775678670360114,2.246861679389313
9815,311,0.932,0.466,0.0,0.0,136.0,0.7000000000000001,0.396,0.528,2.0,1.0,0.0,0.0,8.0,14.0,12.0,8.0,447.0,1.6320000000000001,0.466,0.722,1.028,0.886,7712.816964562305,3.2511135734072023,2.1500715789473683
10482,311,0.932,0.466,0.0,0.0,204.0,0.2,0.528,0.66,2.0,1.0,0.0,0.0,12.0,4.0,16.0,10.0,515.0,1.1320000000000001,0.466,0.8540000000000001,1.1600000000000001,0.886,7712.570141660161,2.845296398891967,2.188009742388759
6133,311,0.932,0.0,0.0,0.622,102.0,0.2,0.6930000000000001,0.66,2.0,0.0,0.0,1.0,6.0,4.0,21.0,10.0,413.0,1.1320000000000001,0.0,1.0190000000000001,1.782,0.42000000000000004,7712.45981376,2.7040221606648203,2.2947092443572132
10020,311,0.932,0.466,0.0,0.0,153.0,0.65,0.231,0.8580000000000001,2.0,1.0,0.0,0.0,9.0,13.0,7.0,13.0,464.0,1.582,0.466,0.557,1.358,0.886,7712.366001518065,3.224659279778393,2.211092423698384
16574,311,0.466,0.466,0.0,0.622,170.0,0.8500000000000001,0.198,0.5940000000000001,1.0,1.0,0.0,1.0,10.0,17.0,6.0,9.0,481.0,1.316,0.466,0.524,1.7160000000000002,0.886,7712.291227547648,2.9822049861495845,2.246861679389313
10524,311,0.932,0.466,0.0,0.0,204.0,0.35000000000000003,0.33,0.8580000000000001,2.0,1.0,0.0,0.0,12.0,7.0,10.0,13.0,515.0,1.282,0.466,0.656,1.358,0.886,7712.147175290114,2.995296398891967,2.155656585365854
2884,311,0.932,0.0,0.311,0.0,85.0,0.25,0.132,1.782,2.0,0.0,1.0,0.0,5.0,5.0,4.0,27.0,396.0,1.182,0.0,0.769,2.282,0.42000000000000004,7711.932074497439,2.730476454293629,2.157176488946684
15474,311,0.466,0.466,0.0,0.622,102.0,0.5,0.165,1.3860000000000001,1.0,1.0,0.0,1.0,6.0,10.0,5.0,21.0,413.0,0.966,0.466,0.49100000000000005,2.508,0.886,7711.8251469460165,2.53802216066482,2.2941815071283096
16966,311,0.466,0.466,0.0,0.622,221.0,0.2,0.29700000000000004,1.056,1.0,1.0,0.0,1.0,13.0,4.0,9.0,16.0,532.0,0.666,0.466,0.623,2.178,0.886,7711.594240631568,2.402842105263158,2.1668636918138042
14216,311,0.466,0.466,0.311,0.0,272.0,0.25,0.198,0.99,1.0,1.0,1.0,0.0,16.0,5.0,6.0,15.0,583.0,0.716,0.466,0.8350000000000001,1.49,0.886,7711.351533388802,2.5234792243767314,2.179379640718563
10109,311,0.932,0.466,0.0,0.0,170.0,0.25,0.198,1.3860000000000001,2.0,1.0,0.0,0.0,10.0,5.0,6.0,21.0,481.0,1.182,0.466,0.524,1.8860000000000001,0.886,7711.239244449217,2.8482049861495846,2.246861679389313
6196,311,0.932,0.0,0.0,0.622,102.0,0.35000000000000003,0.627,0.5940000000000001,2.0,0.0,0.0,1.0,6.0,7.0,19.0,9.0,413.0,1.282,0.0,0.9530000000000001,1.7160000000000002,0.42000000000000004,7711.180254872642,2.85402216066482,2.2460416369359915
9302,311,0.932,0.466,0.0,0.0,102.0,0.6000000000000001,0.5940000000000001,0.396,2.0,1.0,0.0,0.0,6.0,12.0,18.0,6.0,413.0,1.532,0.466,0.9200000000000002,0.896,0.886,7710.893741742083,3.10402216066482,2.2244869565217393
3373,311,0.932,0.0,0.311,0.0,119.0,0.15000000000000002,0.231,1.584,2.0,0.0,1.0,0.0,7.0,3.0,7.0,24.0,430.0,1.082,0.0,0.8680000000000001,2.084,0.42000000000000004,7710.883877948161,2.677567867036011,2.1949360368663595
17311,311,0.466,0.466,0.0,0.622,255.0,0.4,0.363,0.528,1.0,1.0,0.0,1.0,15.0,8.0,11.0,8.0,566.0,0.8660000000000001,0.466,0.6890000000000001,1.65,0.886,7710.595163273201,2.6499335180055406,2.150327895500726
2726,311,0.932,0.0,0.311,0.0,68.0,0.55,0.132,1.452,2.0,0.0,1.0,0.0,4.0,11.0,4.0,22.0,379.0,1.4820000000000002,0.0,0.769,1.952,0.42000000000000004,7710.41831433984,3.0069307479224374,2.157176488946684
16151,311,0.466,0.466,0.0,0.622,136.0,1.1,0.165,0.462,1.0,1.0,0.0,1.0,8.0,22.0,5.0,7.0,447.0,1.566,0.466,0.49100000000000005,1.584,0.886,7710.331140035969,3.1851135734072025,2.2941815071283096
9151,311,0.932,0.466,0.0,0.0,102.0,0.2,0.759,0.5940000000000001,2.0,1.0,0.0,0.0,6.0,4.0,23.0,9.0,413.0,1.1320000000000001,0.466,1.085,1.094,0.886,7710.202950336003,2.7040221606648203,2.3496608294930876
2863,311,0.932,0.0,0.311,0.0,85.0,0.2,0.132,1.848,2.0,0.0,1.0,0.0,5.0,4.0,4.0,28.0,396.0,1.1320000000000001,0.0,0.769,2.348,0.42000000000000004,7710.19121898816,2.680476454293629,2.157176488946684
10127,311,0.932,0.466,0.0,0.0,170.0,0.30000000000000004,0.198,1.32,2.0,1.0,0.0,0.0,10.0,6.0,6.0,20.0,481.0,1.2320000000000002,0.466,0.524,1.82,0.886,7710.12494296192,2.8982049861495844,2.246861679389313
6391,311,0.932,0.0,0.0,0.622,119.0,0.2,0.66,0.66,2.0,0.0,0.0,1.0,7.0,4.0,20.0,10.0,430.0,1.1320000000000001,0.0,0.9860000000000001,1.782,0.42000000000000004,7709.852415167361,2.727567867036011,2.26951107505071
11868,311,0.466,0.466,0.311,0.0,68.0,1.1500000000000001,0.33,0.33,1.0,1.0,1.0,0.0,4.0,23.0,10.0,5.0,379.0,1.616,0.466,0.9670000000000001,0.8300000000000001,0.886,7709.727408109921,3.140930747922438,2.2557758841778695
9287,311,0.932,0.466,0.0,0.0,102.0,0.55,0.627,0.396,2.0,1.0,0.0,0.0,6.0,11.0,19.0,6.0,413.0,1.4820000000000002,0.466,0.9530000000000001,0.896,0.886,7709.648239171072,3.05402216066482,2.2460416369359915
10301,311,0.932,0.466,0.0,0.0,187.0,0.2,0.5940000000000001,0.5940000000000001,2.0,1.0,0.0,0.0,11.0,4.0,18.0,9.0,498.0,1.1320000000000001,0.466,0.9200000000000002,1.094,0.886,7709.609150629122,2.8217506925207756,2.2244869565217393
2892,311,0.932,0.0,0.311,0.0,85.0,0.25,0.396,1.254,2.0,0.0,1.0,0.0,5.0,5.0,12.0,19.0,396.0,1.182,0.0,1.0330000000000001,1.754,0.42000000000000004,7709.530194719999,2.730476454293629,2.305881200387222
10525,311,0.932,0.466,0.0,0.0,204.0,0.35000000000000003,0.363,0.792,2.0,1.0,0.0,0.0,12.0,7.0,11.0,12.0,515.0,1.282,0.466,0.6890000000000001,1.292,0.886,7709.455252335074,2.995296398891967,2.150327895500726
10283,311,0.932,0.466,0.0,0.0,187.0,0.15000000000000002,0.627,0.5940000000000001,2.0,1.0,0.0,0.0,11.0,3.0,19.0,9.0,498.0,1.082,0.466,0.9530000000000001,1.094,0.886,7709.257484821009,2.7717506925207758,2.2460416369359915
16524,311,0.466,0.466,0.0,0.622,170.0,0.6000000000000001,0.198,0.924,1.0,1.0,0.0,1.0,10.0,12.0,6.0,14.0,481.0,1.066,0.466,0.524,2.0460000000000003,0.886,7709.100628237889,2.732204986149584,2.246861679389313
14742,311,0.466,0.466,0.0,0.622,68.0,0.2,0.891,0.462,1.0,1.0,0.0,1.0,4.0,4.0,27.0,7.0,379.0,0.666,0.466,1.217,1.584,0.886,7709.035501248,2.1909307479224376,2.474326442070666
17211,311,0.466,0.466,0.0,0.622,238.0,0.55,0.33,0.462,1.0,1.0,0.0,1.0,14.0,11.0,10.0,7.0,549.0,1.016,0.466,0.656,1.584,0.886,7709.006142655488,2.776387811634349,2.155656585365854
6193,311,0.932,0.0,0.0,0.622,102.0,0.35000000000000003,0.528,0.792,2.0,0.0,0.0,1.0,6.0,7.0,16.0,12.0,413.0,1.282,0.0,0.8540000000000001,1.9140000000000001,0.42000000000000004,7708.862817190082,2.85402216066482,2.188009742388759
12972,311,0.466,0.466,0.311,0.0,136.0,1.0,0.231,0.462,1.0,1.0,1.0,0.0,8.0,20.0,7.0,7.0,447.0,1.466,0.466,0.8680000000000001,0.962,0.886,7708.855371711554,3.0851135734072024,2.1949360368663595
2745,311,0.932,0.0,0.311,0.0,68.0,0.6000000000000001,0.165,1.32,2.0,0.0,1.0,0.0,4.0,12.0,5.0,20.0,379.0,1.532,0.0,0.802,1.82,0.42000000000000004,7708.727421235201,3.056930747922438,2.166670922693267
2905,311,0.932,0.0,0.311,0.0,85.0,0.30000000000000004,0.132,1.7160000000000002,2.0,0.0,1.0,0.0,5.0,6.0,4.0,26.0,396.0,1.2320000000000002,0.0,0.769,2.216,0.42000000000000004,7708.469426910719,2.780476454293629,2.157176488946684
16179,311,0.466,0.466,0.0,0.622,153.0,0.2,0.792,0.33,1.0,1.0,0.0,1.0,9.0,4.0,24.0,5.0,464.0,0.666,0.466,1.118,1.452,0.886,7708.310402143999,2.3086592797783934,2.3791453309481216
9316,311,0.932,0.466,0.0,0.0,102.0,0.65,0.561,0.396,2.0,1.0,0.0,0.0,6.0,13.0,17.0,6.0,413.0,1.582,0.466,0.8870000000000001,0.896,0.886,7708.112993407488,3.1540221606648196,2.2050607440811727
9783,311,0.932,0.466,0.0,0.0,136.0,0.6000000000000001,0.165,1.122,2.0,1.0,0.0,0.0,8.0,12.0,5.0,17.0,447.0,1.532,0.466,0.49100000000000005,1.622,0.886,7708.08459477389,3.1511135734072027,2.2941815071283096
12942,311,0.466,0.466,0.311,0.0,136.0,0.8,0.363,0.462,1.0,1.0,1.0,0.0,8.0,16.0,11.0,7.0,447.0,1.266,0.466,1.0,0.962,0.886,7707.983973263999,2.8851135734072018,2.2800000000000002
12466,311,0.466,0.466,0.311,0.0,102.0,1.2000000000000002,0.198,0.396,1.0,1.0,1.0,0.0,6.0,24.0,6.0,6.0,413.0,1.6660000000000001,0.466,0.8350000000000001,0.896,0.886,7707.967618475521,3.2380221606648205,2.179379640718563
2989,311,0.932,0.0,0.311,0.0,85.0,0.5,0.231,1.254,2.0,0.0,1.0,0.0,5.0,10.0,7.0,19.0,396.0,1.432,0.0,0.8680000000000001,1.754,0.42000000000000004,7707.926973096961,2.980476454293629,2.1949360368663595
2968,311,0.932,0.0,0.311,0.0,85.0,0.45,0.165,1.452,2.0,0.0,1.0,0.0,5.0,9.0,5.0,22.0,396.0,1.3820000000000001,0.0,0.802,1.952,0.42000000000000004,7707.907147806719,2.930476454293629,2.166670922693267
10090,311,0.932,0.466,0.0,0.0,170.0,0.2,0.198,1.452,2.0,1.0,0.0,0.0,10.0,4.0,6.0,22.0,481.0,1.1320000000000001,0.466,0.524,1.952,0.886,7707.644270323713,2.798204986149585,2.246861679389313
6388,311,0.932,0.0,0.0,0.622,119.0,0.2,0.561,0.8580000000000001,2.0,0.0,0.0,1.0,7.0,4.0,17.0,13.0,430.0,1.1320000000000001,0.0,0.8870000000000001,1.98,0.42000000000000004,7707.637657116801,2.727567867036011,2.2050607440811727
12770,311,0.466,0.466,0.311,0.0,136.0,0.25,0.495,0.924,1.0,1.0,1.0,0.0,8.0,5.0,15.0,14.0,447.0,0.716,0.466,1.1320000000000001,1.424,0.886,7707.606064128,2.3351135734072024,2.392018091872792
9370,311,0.932,0.466,0.0,0.0,102.0,0.9,0.363,0.462,2.0,1.0,0.0,0.0,6.0,18.0,11.0,7.0,413.0,1.832,0.466,0.6890000000000001,0.962,0.886,7707.543452458593,3.4040221606648196,2.150327895500726
11888,311,0.466,0.466,0.311,0.0,85.0,0.2,0.561,1.056,1.0,1.0,1.0,0.0,5.0,4.0,17.0,16.0,396.0,0.666,0.466,1.1980000000000002,1.556,0.886,7707.451532831999,2.214476454293629,2.455350651085142
16070,311,0.466,0.466,0.0,0.622,136.0,0.65,0.165,1.056,1.0,1.0,0.0,1.0,8.0,13.0,5.0,16.0,447.0,1.116,0.466,0.49100000000000005,2.178,0.886,7707.229224912257,2.7351135734072023,2.2941815071283096
11795,311,0.466,0.466,0.311,0.0,68.0,0.8,0.462,0.528,1.0,1.0,1.0,0.0,4.0,16.0,14.0,8.0,379.0,1.266,0.466,1.0990000000000002,1.028,0.886,7707.187010016,2.7909307479224377,2.362017761601456
17324,311,0.466,0.466,0.0,0.622,255.0,0.45,0.42900000000000005,0.33,1.0,1.0,0.0,1.0,15.0,9.0,13.0,5.0,566.0,0.916,0.466,0.7550000000000001,1.452,0.886,7706.85350395872,2.69993351800554,2.154222516556292
5984,311,0.932,0.0,0.0,0.622,85.0,0.5,0.561,0.5940000000000001,2.0,0.0,0.0,1.0,5.0,10.0,17.0,9.0,396.0,1.432,0.0,0.8870000000000001,1.7160000000000002,0.42000000000000004,7706.765805698561,2.980476454293629,2.2050607440811727
17383,311,0.466,0.466,0.0,0.622,272.0,0.2,0.561,0.33,1.0,1.0,0.0,1.0,16.0,4.0,17.0,5.0,583.0,0.666,0.466,0.8870000000000001,1.452,0.886,7705.995426253729,2.473479224376731,2.2050607440811727
5983,311,0.932,0.0,0.0,0.622,85.0,0.5,0.528,0.66,2.0,0.0,0.0,1.0,5.0,10.0,16.0,10.0,396.0,1.432,0.0,0.8540000000000001,1.782,0.42000000000000004,7705.9590999270395,2.980476454293629,2.188009742388759
17323,311,0.466,0.466,0.0,0.622,255.0,0.45,0.396,0.396,1.0,1.0,0.0,1.0,15.0,9.0,12.0,6.0,566.0,0.916,0.466,0.722,1.518,0.886,7705.882913800512,2.69993351800554,2.1500715789473683
15151,311,0.466,0.466,0.0,0.622,85.0,0.45,0.165,1.518,1.0,1.0,0.0,1.0,5.0,9.0,5.0,23.0,396.0,0.916,0.466,0.49100000000000005,2.64,0.886,7705.85508000128,2.464476454293629,2.2941815071283096
9,311,1.3980000000000001,0.0,0.0,0.0,68.0,0.1,0.462,1.3860000000000001,3.0,0.0,0.0,0.0,4.0,2.0,14.0,21.0,379.0,1.4980000000000002,0.0,0.788,1.8860000000000001,0.42000000000000004,7705.205257279361,3.0229307479224383,2.1622270050761423
10318,311,0.932,0.466,0.0,0.0,187.0,0.25,0.561,0.5940000000000001,2.0,1.0,0.0,0.0,11.0,5.0,17.0,9.0,498.0,1.182,0.466,0.8870000000000001,1.094,0.886,7705.044835978833,2.8717506925207754,2.2050607440811727
15776,311,0.466,0.466,0.0,0.622,119.0,0.55,0.165,1.254,1.0,1.0,0.0,1.0,7.0,11.0,5.0,19.0,430.0,1.016,0.466,0.49100000000000005,2.376,0.886,7704.813811012354,2.611567867036011,2.2941815071283096
16604,311,0.466,0.466,0.0,0.622,187.0,0.2,0.264,1.254,1.0,1.0,0.0,1.0,11.0,4.0,8.0,19.0,498.0,0.666,0.466,0.5900000000000001,2.376,0.886,7704.63885744448,2.3557506925207754,2.184935593220339
9591,311,0.932,0.466,0.0,0.0,119.0,0.75,0.42900000000000005,0.462,2.0,1.0,0.0,0.0,7.0,15.0,13.0,7.0,430.0,1.682,0.466,0.7550000000000001,0.962,0.886,7704.587033106642,3.277567867036011,2.154222516556292
9271,311,0.932,0.466,0.0,0.0,102.0,0.5,0.66,0.396,2.0,1.0,0.0,0.0,6.0,10.0,20.0,6.0,413.0,1.432,0.466,0.9860000000000001,0.896,0.886,7704.376485694466,3.00402216066482,2.26951107505071
13909,311,0.466,0.466,0.311,0.0,221.0,0.65,0.165,0.726,1.0,1.0,1.0,0.0,13.0,13.0,5.0,11.0,532.0,1.116,0.466,0.802,1.226,0.886,7704.323717828546,2.8528421052631585,2.166670922693267
10144,311,0.932,0.466,0.0,0.0,170.0,0.35000000000000003,0.198,1.254,2.0,1.0,0.0,0.0,10.0,7.0,6.0,19.0,481.0,1.282,0.466,0.524,1.754,0.886,7704.301365861826,2.9482049861495847,2.246861679389313
16772,311,0.466,0.466,0.0,0.622,187.0,0.8500000000000001,0.231,0.462,1.0,1.0,0.0,1.0,11.0,17.0,7.0,7.0,498.0,1.316,0.466,0.557,1.584,0.886,7704.029113825537,3.0057506925207758,2.211092423698384
6171,311,0.932,0.0,0.0,0.622,102.0,0.30000000000000004,0.495,0.924,2.0,0.0,0.0,1.0,6.0,6.0,15.0,14.0,413.0,1.2320000000000002,0.0,0.8210000000000001,2.0460000000000003,0.42000000000000004,7703.779720210881,2.80402216066482,2.173620365408039
10196,311,0.932,0.466,0.0,0.0,170.0,0.5,0.42900000000000005,0.5940000000000001,2.0,1.0,0.0,0.0,10.0,10.0,13.0,9.0,481.0,1.432,0.466,0.7550000000000001,1.094,0.886,7703.4039597156825,3.0982049861495846,2.154222516556292
9751,311,0.932,0.466,0.0,0.0,136.0,0.45,0.5940000000000001,0.462,2.0,1.0,0.0,0.0,8.0,9.0,18.0,7.0,447.0,1.3820000000000001,0.466,0.9200000000000002,0.962,0.886,7703.390032133761,3.0011135734072023,2.2244869565217393
2842,311,0.932,0.0,0.311,0.0,85.0,0.15000000000000002,0.132,1.9140000000000001,2.0,0.0,1.0,0.0,5.0,3.0,4.0,29.0,396.0,1.082,0.0,0.769,2.414,0.42000000000000004,7703.24686038288,2.6304764542936288,2.157176488946684
2990,311,0.932,0.0,0.311,0.0,85.0,0.5,0.264,1.1880000000000002,2.0,0.0,1.0,0.0,5.0,10.0,8.0,18.0,396.0,1.432,0.0,0.901,1.6880000000000002,0.42000000000000004,7703.0867384678395,2.980476454293629,2.2130272142064373
9735,311,0.932,0.466,0.0,0.0,136.0,0.4,0.627,0.462,2.0,1.0,0.0,0.0,8.0,8.0,19.0,7.0,447.0,1.332,0.466,0.9530000000000001,0.962,0.886,7702.619384590784,2.951113573407202,2.2460416369359915
10341,311,0.932,0.466,0.0,0.0,187.0,0.35000000000000003,0.231,1.122,2.0,1.0,0.0,0.0,11.0,7.0,7.0,17.0,498.0,1.282,0.466,0.557,1.622,0.886,7702.534361583378,2.971750692520776,2.211092423698384
14145,311,0.466,0.466,0.311,0.0,255.0,0.45,0.132,0.924,1.0,1.0,1.0,0.0,15.0,9.0,4.0,14.0,566.0,0.916,0.466,0.769,1.424,0.886,7702.427024600832,2.69993351800554,2.157176488946684
11861,311,0.466,0.466,0.311,0.0,68.0,1.1,0.363,0.33,1.0,1.0,1.0,0.0,4.0,22.0,11.0,5.0,379.0,1.566,0.466,1.0,0.8300000000000001,0.886,7702.279079760001,3.090930747922438,2.2800000000000002
3202,311,0.932,0.0,0.311,0.0,102.0,0.35000000000000003,0.33,1.1880000000000002,2.0,0.0,1.0,0.0,6.0,7.0,10.0,18.0,413.0,1.282,0.0,0.9670000000000001,1.6880000000000002,0.42000000000000004,7702.249926833281,2.85402216066482,2.2557758841778695
16673,311,0.466,0.466,0.0,0.622,187.0,0.4,0.231,1.056,1.0,1.0,0.0,1.0,11.0,8.0,7.0,16.0,498.0,0.8660000000000001,0.466,0.557,2.178,0.886,7702.069588145714,2.555750692520776,2.211092423698384
10631,311,0.932,0.466,0.0,0.0,221.0,0.15000000000000002,0.495,0.726,2.0,1.0,0.0,0.0,13.0,3.0,15.0,11.0,532.0,1.082,0.466,0.8210000000000001,1.226,0.886,7701.915619994225,2.818842105263158,2.173620365408039
9638,311,0.932,0.466,0.0,0.0,136.0,0.15000000000000002,0.726,0.5940000000000001,2.0,1.0,0.0,0.0,8.0,3.0,22.0,9.0,447.0,1.082,0.466,1.052,1.094,0.886,7701.909453936001,2.701113573407202,2.321473460076046
11712,311,0.466,0.466,0.311,0.0,68.0,0.55,0.528,0.726,1.0,1.0,1.0,0.0,4.0,11.0,16.0,11.0,379.0,1.016,0.466,1.165,1.226,0.886,7701.8822502719995,2.5409307479224377,2.4231605150214595
17378,311,0.466,0.466,0.0,0.622,272.0,0.2,0.396,0.66,1.0,1.0,0.0,1.0,16.0,4.0,12.0,10.0,583.0,0.666,0.466,0.722,1.782,0.886,7701.549511982688,2.473479224376731,2.1500715789473683
10002,311,0.932,0.466,0.0,0.0,153.0,0.55,0.462,0.528,2.0,1.0,0.0,0.0,9.0,11.0,14.0,8.0,464.0,1.4820000000000002,0.466,0.788,1.028,0.886,7701.502923346816,3.124659279778393,2.1622270050761423
13594,311,0.466,0.466,0.311,0.0,187.0,0.8,0.198,0.5940000000000001,1.0,1.0,1.0,0.0,11.0,16.0,6.0,9.0,498.0,1.266,0.466,0.8350000000000001,1.094,0.886,7701.45678655128,2.955750692520775,2.179379640718563
16256,311,0.466,0.466,0.0,0.622,153.0,0.45,0.198,1.1880000000000002,1.0,1.0,0.0,1.0,9.0,9.0,6.0,18.0,464.0,0.916,0.466,0.524,2.31,0.886,7701.40698370368,2.5586592797783934,2.246861679389313
8792,311,0.932,0.466,0.0,0.0,68.0,0.75,0.5940000000000001,0.33,2.0,1.0,0.0,0.0,4.0,15.0,18.0,5.0,379.0,1.682,0.466,0.9200000000000002,0.8300000000000001,0.886,7701.380088438401,3.2069307479224376,2.2244869565217393
5743,311,0.932,0.0,0.0,0.622,68.0,0.6000000000000001,0.5940000000000001,0.462,2.0,0.0,0.0,1.0,4.0,12.0,18.0,7.0,379.0,1.532,0.0,0.9200000000000002,1.584,0.42000000000000004,7701.330974310401,3.056930747922438,2.2244869565217393
3398,311,0.932,0.0,0.311,0.0,119.0,0.2,0.363,1.254,2.0,0.0,1.0,0.0,7.0,4.0,11.0,19.0,430.0,1.1320000000000001,0.0,1.0,1.754,0.42000000000000004,7701.317766720001,2.727567867036011,2.2800000000000002
9329,311,0.932,0.466,0.0,0.0,102.0,0.7000000000000001,0.528,0.396,2.0,1.0,0.0,0.0,6.0,14.0,16.0,6.0,413.0,1.6320000000000001,0.466,0.8540000000000001,0.896,0.886,7701.305994167297,3.2040221606648203,2.188009742388759
13210,311,0.466,0.466,0.311,0.0,153.0,1.05,0.132,0.528,1.0,1.0,1.0,0.0,9.0,21.0,4.0,8.0,464.0,1.516,0.466,0.769,1.028,0.886,7701.294915290304,3.158659279778393,2.157176488946684
5689,311,0.932,0.0,0.0,0.622,68.0,0.45,0.6930000000000001,0.462,2.0,0.0,0.0,1.0,4.0,9.0,21.0,7.0,379.0,1.3820000000000001,0.0,1.0190000000000001,1.584,0.42000000000000004,7701.09954112,2.9069307479224378,2.2947092443572132
